date,year,month,day,week,year_week
2022-01-02,2022,1,2,52,202252
2022-01-03,2022,1,3,1,202201
2022-01-04,2022,1,4,1,202201
2022-01-05,2022,1,5,1,202201
2022-01-06,2022,1,6,1,202201
2022-01-07,2022,1,7,1,202201
2022-01-08,2022,1,8,1,202201
2022-01-09,2022,1,9,1,202201
2022-01-10,2022,1,10,2,202202
2022-01-11,2022,1,11,2,202202
2022-01-12,2022,1,12,2,202202
2022-01-13,2022,1,13,2,202202
2022-01-14,2022,1,14,2,202202
2022-01-15,2022,1,15,2,202202
2022-01-16,2022,1,16,2,202202
2022-01-17,2022,1,17,3,202203
2022-01-18,2022,1,18,3,202203
2022-01-19,2022,1,19,3,202203
2022-01-20,2022,1,20,3,202203
2022-01-21,2022,1,21,3,202203
2022-01-22,2022,1,22,3,202203
2022-01-23,2022,1,23,3,202203
2022-01-24,2022,1,24,4,202204
2022-01-25,2022,1,25,4,202204
2022-01-26,2022,1,26,4,202204
2022-01-27,2022,1,27,4,202204
2022-01-28,2022,1,28,4,202204
2022-01-29,2022,1,29,4,202204
2022-01-30,2022,1,30,4,202204
2022-01-31,2022,1,31,5,202205
2022-02-01,2022,2,1,5,202205
2022-02-02,2022,2,2,5,202205
2022-02-03,2022,2,3,5,202205
2022-02-04,2022,2,4,5,202205
2022-02-05,2022,2,5,5,202205
2022-02-06,2022,2,6,5,202205
2022-02-07,2022,2,7,6,202206
2022-02-08,2022,2,8,6,202206
2022-02-09,2022,2,9,6,202206
2022-02-10,2022,2,10,6,202206
2022-02-11,2022,2,11,6,202206
2022-02-12,2022,2,12,6,202206
2022-02-13,2022,2,13,6,202206
2022-02-14,2022,2,14,7,202207
2022-02-15,2022,2,15,7,202207
2022-02-16,2022,2,16,7,202207
2022-02-17,2022,2,17,7,202207
2022-02-18,2022,2,18,7,202207
2022-02-19,2022,2,19,7,202207
2022-02-20,2022,2,20,7,202207
2022-02-21,2022,2,21,8,202208
2022-02-22,2022,2,22,8,202208
2022-02-23,2022,2,23,8,202208
2022-02-24,2022,2,24,8,202208
2022-02-25,2022,2,25,8,202208
2022-02-26,2022,2,26,8,202208
2022-02-27,2022,2,27,8,202208
2022-02-28,2022,2,28,9,202209
2022-03-01,2022,3,1,9,202209
2022-03-02,2022,3,2,9,202209
2022-03-03,2022,3,3,9,202209
2022-03-04,2022,3,4,9,202209
2022-03-05,2022,3,5,9,202209
2022-03-06,2022,3,6,9,202209
2022-03-07,2022,3,7,10,202210
2022-03-08,2022,3,8,10,202210
2022-03-09,2022,3,9,10,202210
2022-03-10,2022,3,10,10,202210
2022-03-11,2022,3,11,10,202210
2022-03-12,2022,3,12,10,202210
2022-03-13,2022,3,13,10,202210
2022-03-14,2022,3,14,11,202211
2022-03-15,2022,3,15,11,202211
2022-03-16,2022,3,16,11,202211
2022-03-17,2022,3,17,11,202211
2022-03-18,2022,3,18,11,202211
2022-03-19,2022,3,19,11,202211
2022-03-20,2022,3,20,11,202211
2022-03-21,2022,3,21,12,202212
2022-03-22,2022,3,22,12,202212
2022-03-23,2022,3,23,12,202212
2022-03-24,2022,3,24,12,202212
2022-03-25,2022,3,25,12,202212
2022-03-26,2022,3,26,12,202212
2022-03-27,2022,3,27,12,202212
2022-03-28,2022,3,28,13,202213
2022-03-29,2022,3,29,13,202213
2022-03-30,2022,3,30,13,202213
2022-03-31,2022,3,31,13,202213
2022-04-01,2022,4,1,13,202213
2022-04-02,2022,4,2,13,202213
2022-04-03,2022,4,3,13,202213
2022-04-04,2022,4,4,14,202214
2022-04-05,2022,4,5,14,202214
2022-04-06,2022,4,6,14,202214
2022-04-07,2022,4,7,14,202214
2022-04-08,2022,4,8,14,202214
2022-04-09,2022,4,9,14,202214
2022-04-10,2022,4,10,14,202214
2022-04-11,2022,4,11,15,202215
2022-04-12,2022,4,12,15,202215
2022-04-13,2022,4,13,15,202215
2022-04-14,2022,4,14,15,202215
2022-04-15,2022,4,15,15,202215
2022-04-16,2022,4,16,15,202215
2022-04-17,2022,4,17,15,202215
2022-04-18,2022,4,18,16,202216
2022-04-19,2022,4,19,16,202216
2022-04-20,2022,4,20,16,202216
2022-04-21,2022,4,21,16,202216
2022-04-22,2022,4,22,16,202216
2022-04-23,2022,4,23,16,202216
2022-04-24,2022,4,24,16,202216
2022-04-25,2022,4,25,17,202217
2022-04-26,2022,4,26,17,202217
2022-04-27,2022,4,27,17,202217
2022-04-28,2022,4,28,17,202217
2022-04-29,2022,4,29,17,202217
2022-04-30,2022,4,30,17,202217
2022-05-01,2022,5,1,17,202217
2022-05-02,2022,5,2,18,202218
2022-05-03,2022,5,3,18,202218
2022-05-04,2022,5,4,18,202218
2022-05-05,2022,5,5,18,202218
2022-05-06,2022,5,6,18,202218
2022-05-07,2022,5,7,18,202218
2022-05-08,2022,5,8,18,202218
2022-05-09,2022,5,9,19,202219
2022-05-10,2022,5,10,19,202219
2022-05-11,2022,5,11,19,202219
2022-05-12,2022,5,12,19,202219
2022-05-13,2022,5,13,19,202219
2022-05-14,2022,5,14,19,202219
2022-05-15,2022,5,15,19,202219
2022-05-16,2022,5,16,20,202220
2022-05-17,2022,5,17,20,202220
2022-05-18,2022,5,18,20,202220
2022-05-19,2022,5,19,20,202220
2022-05-20,2022,5,20,20,202220
2022-05-21,2022,5,21,20,202220
2022-05-22,2022,5,22,20,202220
2022-05-23,2022,5,23,21,202221
2022-05-24,2022,5,24,21,202221
2022-05-25,2022,5,25,21,202221
2022-05-26,2022,5,26,21,202221
2022-05-27,2022,5,27,21,202221
2022-05-28,2022,5,28,21,202221
2022-05-29,2022,5,29,21,202221
2022-05-30,2022,5,30,22,202222
2022-05-31,2022,5,31,22,202222
2022-06-01,2022,6,1,22,202222
2022-06-02,2022,6,2,22,202222
2022-06-03,2022,6,3,22,202222
2022-06-04,2022,6,4,22,202222
2022-06-05,2022,6,5,22,202222
2022-06-06,2022,6,6,23,202223
2022-06-07,2022,6,7,23,202223
2022-06-08,2022,6,8,23,202223
2022-06-09,2022,6,9,23,202223
2022-06-10,2022,6,10,23,202223
2022-06-11,2022,6,11,23,202223
2022-06-12,2022,6,12,23,202223
2022-06-13,2022,6,13,24,202224
2022-06-14,2022,6,14,24,202224
2022-06-15,2022,6,15,24,202224
2022-06-16,2022,6,16,24,202224
2022-06-17,2022,6,17,24,202224
2022-06-18,2022,6,18,24,202224
2022-06-19,2022,6,19,24,202224
2022-06-20,2022,6,20,25,202225
2022-06-21,2022,6,21,25,202225
2022-06-22,2022,6,22,25,202225
2022-06-23,2022,6,23,25,202225
2022-06-24,2022,6,24,25,202225
2022-06-25,2022,6,25,25,202225
2022-06-26,2022,6,26,25,202225
2022-06-27,2022,6,27,26,202226
2022-06-28,2022,6,28,26,202226
2022-06-29,2022,6,29,26,202226
2022-06-30,2022,6,30,26,202226
2022-07-01,2022,7,1,26,202226
2022-07-02,2022,7,2,26,202226
2022-07-03,2022,7,3,26,202226
2022-07-04,2022,7,4,27,202227
2022-07-05,2022,7,5,27,202227
2022-07-06,2022,7,6,27,202227
2022-07-07,2022,7,7,27,202227
2022-07-08,2022,7,8,27,202227
2022-07-09,2022,7,9,27,202227
2022-07-10,2022,7,10,27,202227
2022-07-11,2022,7,11,28,202228
2022-07-12,2022,7,12,28,202228
2022-07-13,2022,7,13,28,202228
2022-07-14,2022,7,14,28,202228
2022-07-15,2022,7,15,28,202228
2022-07-16,2022,7,16,28,202228
2022-07-17,2022,7,17,28,202228
2022-07-18,2022,7,18,29,202229
2022-07-19,2022,7,19,29,202229
2022-07-20,2022,7,20,29,202229
2022-07-21,2022,7,21,29,202229
2022-07-22,2022,7,22,29,202229
2022-07-23,2022,7,23,29,202229
2022-07-24,2022,7,24,29,202229
2022-07-25,2022,7,25,30,202230
2022-07-26,2022,7,26,30,202230
2022-07-27,2022,7,27,30,202230
2022-07-28,2022,7,28,30,202230
2022-07-29,2022,7,29,30,202230
2022-07-30,2022,7,30,30,202230
2022-07-31,2022,7,31,30,202230
2022-08-01,2022,8,1,31,202231
2022-08-02,2022,8,2,31,202231
2022-08-03,2022,8,3,31,202231
2022-08-04,2022,8,4,31,202231
2022-08-05,2022,8,5,31,202231
2022-08-06,2022,8,6,31,202231
2022-08-07,2022,8,7,31,202231
2022-08-08,2022,8,8,32,202232
2022-08-09,2022,8,9,32,202232
2022-08-10,2022,8,10,32,202232
2022-08-11,2022,8,11,32,202232
2022-08-12,2022,8,12,32,202232
2022-08-13,2022,8,13,32,202232
2022-08-14,2022,8,14,32,202232
2022-08-15,2022,8,15,33,202233
2022-08-16,2022,8,16,33,202233
2022-08-17,2022,8,17,33,202233
2022-08-18,2022,8,18,33,202233
2022-08-19,2022,8,19,33,202233
2022-08-20,2022,8,20,33,202233
2022-08-21,2022,8,21,33,202233
2022-08-22,2022,8,22,34,202234
2022-08-23,2022,8,23,34,202234
2022-08-24,2022,8,24,34,202234
2022-08-25,2022,8,25,34,202234
2022-08-26,2022,8,26,34,202234
2022-08-27,2022,8,27,34,202234
2022-08-28,2022,8,28,34,202234
2022-08-29,2022,8,29,35,202235
2022-08-30,2022,8,30,35,202235
2022-08-31,2022,8,31,35,202235
2022-09-01,2022,9,1,35,202235
2022-09-02,2022,9,2,35,202235
2022-09-03,2022,9,3,35,202235
2022-09-04,2022,9,4,35,202235
2022-09-05,2022,9,5,36,202236
2022-09-06,2022,9,6,36,202236
2022-09-07,2022,9,7,36,202236
2022-09-08,2022,9,8,36,202236
2022-09-09,2022,9,9,36,202236
2022-09-10,2022,9,10,36,202236
2022-09-11,2022,9,11,36,202236
2022-09-12,2022,9,12,37,202237
2022-09-13,2022,9,13,37,202237
2022-09-14,2022,9,14,37,202237
2022-09-15,2022,9,15,37,202237
2022-09-16,2022,9,16,37,202237
2022-09-17,2022,9,17,37,202237
2022-09-18,2022,9,18,37,202237
2022-09-19,2022,9,19,38,202238
2022-09-20,2022,9,20,38,202238
2022-09-21,2022,9,21,38,202238
2022-09-22,2022,9,22,38,202238
2022-09-23,2022,9,23,38,202238
2022-09-24,2022,9,24,38,202238
2022-09-25,2022,9,25,38,202238
2022-09-26,2022,9,26,39,202239
2022-09-27,2022,9,27,39,202239
2022-09-28,2022,9,28,39,202239
2022-09-29,2022,9,29,39,202239
2022-09-30,2022,9,30,39,202239
2022-10-01,2022,10,1,39,202239
2022-10-02,2022,10,2,39,202239
2022-10-03,2022,10,3,40,202240
2022-10-04,2022,10,4,40,202240
2022-10-05,2022,10,5,40,202240
2022-10-06,2022,10,6,40,202240
2022-10-07,2022,10,7,40,202240
2022-10-08,2022,10,8,40,202240
2022-10-09,2022,10,9,40,202240
2022-10-10,2022,10,10,41,202241
2022-10-11,2022,10,11,41,202241
2022-10-12,2022,10,12,41,202241
2022-10-13,2022,10,13,41,202241
2022-10-14,2022,10,14,41,202241
2022-10-15,2022,10,15,41,202241
2022-10-16,2022,10,16,41,202241
2022-10-17,2022,10,17,42,202242
2022-10-18,2022,10,18,42,202242
2022-10-19,2022,10,19,42,202242
2022-10-20,2022,10,20,42,202242
2022-10-21,2022,10,21,42,202242
2022-10-22,2022,10,22,42,202242
2022-10-23,2022,10,23,42,202242
2022-10-24,2022,10,24,43,202243
2022-10-25,2022,10,25,43,202243
2022-10-26,2022,10,26,43,202243
2022-10-27,2022,10,27,43,202243
2022-10-28,2022,10,28,43,202243
2022-10-29,2022,10,29,43,202243
2022-10-30,2022,10,30,43,202243
2022-10-31,2022,10,31,44,202244
2022-11-01,2022,11,1,44,202244
2022-11-02,2022,11,2,44,202244
2022-11-03,2022,11,3,44,202244
2022-11-04,2022,11,4,44,202244
2022-11-05,2022,11,5,44,202244
2022-11-06,2022,11,6,44,202244
2022-11-07,2022,11,7,45,202245
2022-11-08,2022,11,8,45,202245
2022-11-09,2022,11,9,45,202245
2022-11-10,2022,11,10,45,202245
2022-11-11,2022,11,11,45,202245
2022-11-12,2022,11,12,45,202245
2022-11-13,2022,11,13,45,202245
2022-11-14,2022,11,14,46,202246
2022-11-15,2022,11,15,46,202246
2022-11-16,2022,11,16,46,202246
2022-11-17,2022,11,17,46,202246
2022-11-18,2022,11,18,46,202246
2022-11-19,2022,11,19,46,202246
2022-11-20,2022,11,20,46,202246
2022-11-21,2022,11,21,47,202247
2022-11-22,2022,11,22,47,202247
2022-11-23,2022,11,23,47,202247
2022-11-24,2022,11,24,47,202247
2022-11-25,2022,11,25,47,202247
2022-11-26,2022,11,26,47,202247
2022-11-27,2022,11,27,47,202247
2022-11-28,2022,11,28,48,202248
2022-11-29,2022,11,29,48,202248
2022-11-30,2022,11,30,48,202248
2022-12-01,2022,12,1,48,202248
2022-12-02,2022,12,2,48,202248
2022-12-03,2022,12,3,48,202248
2022-12-04,2022,12,4,48,202248
2022-12-05,2022,12,5,49,202249
2022-12-06,2022,12,6,49,202249
2022-12-07,2022,12,7,49,202249
2022-12-08,2022,12,8,49,202249
2022-12-09,2022,12,9,49,202249
2022-12-10,2022,12,10,49,202249
2022-12-11,2022,12,11,49,202249
2022-12-12,2022,12,12,50,202250
2022-12-13,2022,12,13,50,202250
2022-12-14,2022,12,14,50,202250
2022-12-15,2022,12,15,50,202250
2022-12-16,2022,12,16,50,202250
2022-12-17,2022,12,17,50,202250
2022-12-18,2022,12,18,50,202250
2022-12-19,2022,12,19,51,202251
2022-12-20,2022,12,20,51,202251
2022-12-21,2022,12,21,51,202251
2022-12-22,2022,12,22,51,202251
2022-12-23,2022,12,23,51,202251
2022-12-24,2022,12,24,51,202251
2022-12-25,2022,12,25,51,202251
2022-12-26,2022,12,26,52,202252
2022-12-27,2022,12,27,52,202252
2022-12-28,2022,12,28,52,202252
2022-12-29,2022,12,29,52,202252
2022-12-30,2022,12,30,52,202252
2022-12-31,2022,12,31,52,202252
