city,city_ibge_code,date,epidemiological_week,estimated_population,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
Santa Rosa do Purus,1200435,2021-03-15,202111,6717,6540,False,False,488,7265.14813,2021-03-15,0.0082,4,312,city,AC,0,0
Sena Madureira,1200500,2021-03-15,202111,46511,45848,False,False,3992,8582.91587,2021-03-15,0.008,32,316,city,AC,1,0
Senador Guiomard,1200450,2021-03-15,202111,23236,23024,False,False,898,3864.69272,2021-03-15,0.0245,22,331,city,AC,3,0
Tarauacá,1200609,2021-03-15,202111,43151,42567,False,False,4369,10124.9102,2021-03-15,0.0043,19,318,city,AC,1,0
Xapuri,1200708,2021-03-15,202111,19596,19323,False,False,2571,13120.02449,2021-03-15,0.0078,20,321,city,AC,2,0
Acrelândia,1200013,2021-03-16,202111,15490,15256,False,False,1059,6836.66882,2021-03-16,0.0179,19,353,city,AC,27,0
Assis Brasil,1200054,2021-03-16,202111,7534,7417,False,False,1237,16418.90098,2021-03-16,0.0121,15,320,city,AC,6,0
Brasiléia,1200104,2021-03-16,202111,26702,26278,False,False,1958,7332.78406,2021-03-16,0.0138,27,312,city,AC,1,0
Bujari,1200138,2021-03-16,202111,10420,10266,False,False,835,8013.4357,2021-03-16,0.0108,9,343,city,AC,-1,1
Capixaba,1200179,2021-03-16,202111,12008,11733,False,False,387,3222.85143,2021-03-16,0.0284,11,313,city,AC,2,0
Cruzeiro do Sul,1200203,2021-03-16,202111,89072,88376,False,False,6401,7186.32118,2021-03-16,0.0195,125,338,city,AC,67,1
Epitaciolândia,1200252,2021-03-16,202111,18696,18411,False,False,1053,5632.2208,2021-03-16,0.0218,23,314,city,AC,0,0
Feijó,1200302,2021-03-16,202111,34884,34780,False,False,2149,6160.41738,2021-03-16,0.0163,35,319,city,AC,46,0
Jordão,1200328,2021-03-16,202111,8473,8317,False,False,316,3729.49369,2021-03-16,0.0032,1,303,city,AC,0,0
Manoel Urbano,1200344,2021-03-16,202111,9581,9459,False,False,676,7055.63094,2021-03-16,0.0059,4,308,city,AC,8,0
Marechal Thaumaturgo,1200351,2021-03-16,202111,19299,18867,False,False,944,4891.44515,2021-03-16,0.0085,8,309,city,AC,34,0
Mâncio Lima,1200336,2021-03-16,202111,19311,18977,False,False,1768,9155.40366,2021-03-16,0.0107,19,322,city,AC,2,0
Plácido de Castro,1200385,2021-03-16,202111,19955,19761,False,False,1216,6093.71085,2021-03-16,0.0099,12,345,city,AC,-4,0
Porto Acre,1200807,2021-03-16,202111,18824,18504,False,False,964,5121.12197,2021-03-16,0.028,27,353,city,AC,1,1
Porto Walter,1200393,2021-03-16,202111,12241,11982,False,False,408,3333.06102,2021-03-16,0.0049,2,308,city,AC,0,0
Rio Branco,1200401,2021-03-16,202111,413418,407319,False,False,29035,7023.15816,2021-03-16,0.0239,694,365,city,AC,123,4
Rodrigues Alves,1200427,2021-03-16,202111,19351,18930,False,False,534,2759.54731,2021-03-16,0.015,8,309,city,AC,6,0
Santa Rosa do Purus,1200435,2021-03-16,202111,6717,6540,False,False,488,7265.14813,2021-03-16,0.0082,4,313,city,AC,0,0
Sena Madureira,1200500,2021-03-16,202111,46511,45848,False,False,4097,8808.66892,2021-03-16,0.0085,35,317,city,AC,105,3
Senador Guiomard,1200450,2021-03-16,202111,23236,23024,False,False,907,3903.42572,2021-03-16,0.0243,22,332,city,AC,9,0
Tarauacá,1200609,2021-03-16,202111,43151,42567,False,False,4370,10127.22764,2021-03-16,0.0046,20,319,city,AC,1,1
Xapuri,1200708,2021-03-16,202111,19596,19323,False,False,2576,13145.53991,2021-03-16,0.0078,20,322,city,AC,5,0
Acrelândia,1200013,2021-03-17,202111,15490,15256,False,False,1061,6849.58037,2021-03-17,0.0198,21,354,city,AC,2,2
Assis Brasil,1200054,2021-03-17,202111,7534,7417,False,False,1237,16418.90098,2021-03-17,0.0121,15,321,city,AC,0,0
Brasiléia,1200104,2021-03-17,202111,26702,26278,False,False,1974,7392.70467,2021-03-17,0.0137,27,313,city,AC,16,0
Bujari,1200138,2021-03-17,202111,10420,10266,False,False,844,8099.80806,2021-03-17,0.0107,9,344,city,AC,9,0
Capixaba,1200179,2021-03-17,202111,12008,11733,False,False,387,3222.85143,2021-03-17,0.0284,11,314,city,AC,0,0
Cruzeiro do Sul,1200203,2021-03-17,202111,89072,88376,False,False,6491,7287.36303,2021-03-17,0.0193,125,339,city,AC,90,0
Epitaciolândia,1200252,2021-03-17,202111,18696,18411,False,False,1054,5637.56953,2021-03-17,0.0218,23,315,city,AC,1,0
Feijó,1200302,2021-03-17,202111,34884,34780,False,False,2150,6163.28403,2021-03-17,0.0163,35,320,city,AC,1,0
Jordão,1200328,2021-03-17,202111,8473,8317,False,False,316,3729.49369,2021-03-17,0.0032,1,304,city,AC,0,0
Manoel Urbano,1200344,2021-03-17,202111,9581,9459,False,False,687,7170.4415,2021-03-17,0.0058,4,309,city,AC,11,0
Marechal Thaumaturgo,1200351,2021-03-17,202111,19299,18867,False,False,950,4922.53485,2021-03-17,0.0084,8,310,city,AC,6,0
Mâncio Lima,1200336,2021-03-17,202111,19311,18977,False,False,1769,9160.58205,2021-03-17,0.0107,19,323,city,AC,1,0
Plácido de Castro,1200385,2021-03-17,202111,19955,19761,False,False,1222,6123.7785,2021-03-17,0.0098,12,346,city,AC,6,0
Porto Acre,1200807,2021-03-17,202111,18824,18504,False,False,983,5222.05695,2021-03-17,0.0275,27,354,city,AC,19,0
Porto Walter,1200393,2021-03-17,202111,12241,11982,False,False,416,3398.41516,2021-03-17,0.0048,2,309,city,AC,8,0
Rio Branco,1200401,2021-03-17,202111,413418,407319,False,False,29102,7039.36452,2021-03-17,0.0239,696,366,city,AC,67,2
Rodrigues Alves,1200427,2021-03-17,202111,19351,18930,False,False,549,2837.06268,2021-03-17,0.0146,8,310,city,AC,15,0
Santa Rosa do Purus,1200435,2021-03-17,202111,6717,6540,False,False,493,7339.58612,2021-03-17,0.0081,4,314,city,AC,5,0
Sena Madureira,1200500,2021-03-17,202111,46511,45848,False,False,4141,8903.27019,2021-03-17,0.0085,35,318,city,AC,44,0
Senador Guiomard,1200450,2021-03-17,202111,23236,23024,False,False,908,3907.72939,2021-03-17,0.0242,22,333,city,AC,1,0
Tarauacá,1200609,2021-03-17,202111,43151,42567,False,False,4396,10187.48117,2021-03-17,0.0045,20,320,city,AC,26,0
Xapuri,1200708,2021-03-17,202111,19596,19323,False,False,2591,13222.08614,2021-03-17,0.0077,20,323,city,AC,15,0
Acrelândia,1200013,2021-03-18,202111,15490,15256,False,False,1102,7114.26727,2021-03-18,0.0191,21,355,city,AC,41,0
Assis Brasil,1200054,2021-03-18,202111,7534,7417,False,False,1241,16471.99363,2021-03-18,0.0121,15,322,city,AC,4,0
Brasiléia,1200104,2021-03-18,202111,26702,26278,False,False,1994,7467.60542,2021-03-18,0.014,28,314,city,AC,20,1
Bujari,1200138,2021-03-18,202111,10420,10266,False,False,859,8243.762,2021-03-18,0.0105,9,345,city,AC,15,0
Capixaba,1200179,2021-03-18,202111,12008,11733,False,False,387,3222.85143,2021-03-18,0.0284,11,315,city,AC,0,0
Cruzeiro do Sul,1200203,2021-03-18,202111,89072,88376,False,False,6545,7347.98814,2021-03-18,0.0191,125,340,city,AC,54,0
Epitaciolândia,1200252,2021-03-18,202111,18696,18411,False,False,1060,5669.66196,2021-03-18,0.0217,23,316,city,AC,6,0
Feijó,1200302,2021-03-18,202111,34884,34780,False,False,2155,6177.61725,2021-03-18,0.0167,36,321,city,AC,5,1
Jordão,1200328,2021-03-18,202111,8473,8317,False,False,316,3729.49369,2021-03-18,0.0032,1,305,city,AC,0,0
Manoel Urbano,1200344,2021-03-18,202111,9581,9459,False,False,708,7389.6253,2021-03-18,0.0056,4,310,city,AC,21,0
Marechal Thaumaturgo,1200351,2021-03-18,202111,19299,18867,False,False,966,5005.4407,2021-03-18,0.0083,8,311,city,AC,16,0
Mâncio Lima,1200336,2021-03-18,202111,19311,18977,False,False,1770,9165.76045,2021-03-18,0.0107,19,324,city,AC,1,0
Plácido de Castro,1200385,2021-03-18,202111,19955,19761,False,False,1223,6128.78978,2021-03-18,0.0098,12,347,city,AC,1,0
Porto Acre,1200807,2021-03-18,202111,18824,18504,False,False,994,5280.49299,2021-03-18,0.0272,27,355,city,AC,11,0
Porto Walter,1200393,2021-03-18,202111,12241,11982,False,False,418,3414.7537,2021-03-18,0.0048,2,310,city,AC,2,0
Rio Branco,1200401,2021-03-18,202111,413418,407319,False,False,29334,7095.48205,2021-03-18,0.0241,706,367,city,AC,232,10
Rodrigues Alves,1200427,2021-03-18,202111,19351,18930,False,False,551,2847.39807,2021-03-18,0.0145,8,311,city,AC,2,0
Santa Rosa do Purus,1200435,2021-03-18,202111,6717,6540,False,False,494,7354.47372,2021-03-18,0.0081,4,315,city,AC,1,0
Sena Madureira,1200500,2021-03-18,202111,46511,45848,False,False,4168,8961.32098,2021-03-18,0.0084,35,319,city,AC,27,0
Senador Guiomard,1200450,2021-03-18,202111,23236,23024,False,False,914,3933.55139,2021-03-18,0.0241,22,334,city,AC,6,0
Tarauacá,1200609,2021-03-18,202111,43151,42567,False,False,4423,10250.05214,2021-03-18,0.0045,20,321,city,AC,27,0
Xapuri,1200708,2021-03-18,202111,19596,19323,False,False,2612,13329.25087,2021-03-18,0.0077,20,324,city,AC,21,0
Acrelândia,1200013,2021-03-19,202111,15490,15256,False,False,1115,7198.19238,2021-03-19,0.0188,21,356,city,AC,13,0
Assis Brasil,1200054,2021-03-19,202111,7534,7417,False,False,1269,16843.64216,2021-03-19,0.0118,15,323,city,AC,28,0
Brasiléia,1200104,2021-03-19,202111,26702,26278,False,False,2002,7497.56573,2021-03-19,0.014,28,315,city,AC,8,0
Bujari,1200138,2021-03-19,202111,10420,10266,False,False,875,8397.31286,2021-03-19,0.0114,10,346,city,AC,16,1
Capixaba,1200179,2021-03-19,202111,12008,11733,False,False,389,3239.507,2021-03-19,0.0283,11,316,city,AC,2,0
Cruzeiro do Sul,1200203,2021-03-19,202111,89072,88376,False,False,6570,7376.05533,2021-03-19,0.019,125,341,city,AC,25,0
Epitaciolândia,1200252,2021-03-19,202111,18696,18411,False,False,1063,5685.70817,2021-03-19,0.0216,23,317,city,AC,3,0
Feijó,1200302,2021-03-19,202111,34884,34780,False,False,2162,6197.68375,2021-03-19,0.0167,36,322,city,AC,7,0
Jordão,1200328,2021-03-19,202111,8473,8317,False,False,316,3729.49369,2021-03-19,0.0032,1,306,city,AC,0,0
Manoel Urbano,1200344,2021-03-19,202111,9581,9459,False,False,734,7660.99572,2021-03-19,0.0054,4,311,city,AC,26,0
Marechal Thaumaturgo,1200351,2021-03-19,202111,19299,18867,False,False,972,5036.53039,2021-03-19,0.0082,8,312,city,AC,6,0
Mâncio Lima,1200336,2021-03-19,202111,19311,18977,False,False,1770,9165.76045,2021-03-19,0.0107,19,325,city,AC,0,0
Plácido de Castro,1200385,2021-03-19,202111,19955,19761,False,False,1246,6244.04911,2021-03-19,0.0096,12,348,city,AC,23,0
Porto Acre,1200807,2021-03-19,202111,18824,18504,False,False,1006,5344.24139,2021-03-19,0.0268,27,356,city,AC,12,0
Porto Walter,1200393,2021-03-19,202111,12241,11982,False,False,418,3414.7537,2021-03-19,0.0048,2,311,city,AC,0,0
Rio Branco,1200401,2021-03-19,202111,413418,407319,False,False,29720,7188.85003,2021-03-19,0.0241,716,368,city,AC,386,10
Rodrigues Alves,1200427,2021-03-19,202111,19351,18930,False,False,552,2852.56576,2021-03-19,0.0145,8,312,city,AC,1,0
Santa Rosa do Purus,1200435,2021-03-19,202111,6717,6540,False,False,495,7369.36132,2021-03-19,0.0081,4,316,city,AC,1,0
Sena Madureira,1200500,2021-03-19,202111,46511,45848,False,False,4220,9073.12249,2021-03-19,0.0083,35,320,city,AC,52,0
Senador Guiomard,1200450,2021-03-19,202111,23236,23024,False,False,922,3967.98072,2021-03-19,0.0249,23,335,city,AC,8,1
Tarauacá,1200609,2021-03-19,202111,43151,42567,False,False,4451,10314.94056,2021-03-19,0.0045,20,322,city,AC,28,0
Xapuri,1200708,2021-03-19,202111,19596,19323,False,False,2611,13324.14779,2021-03-19,0.0077,20,325,city,AC,-1,0
Acrelândia,1200013,2021-03-20,202111,15490,15256,False,False,1140,7359.58683,2021-03-20,0.0184,21,357,city,AC,25,0
Assis Brasil,1200054,2021-03-20,202111,7534,7417,False,False,1292,17148.92487,2021-03-20,0.0116,15,324,city,AC,23,0
Brasiléia,1200104,2021-03-20,202111,26702,26278,False,False,2016,7549.99625,2021-03-20,0.0139,28,316,city,AC,14,0
Bujari,1200138,2021-03-20,202111,10420,10266,False,False,890,8541.26679,2021-03-20,0.0112,10,347,city,AC,15,0
Capixaba,1200179,2021-03-20,202111,12008,11733,False,False,388,3231.17921,2021-03-20,0.0284,11,317,city,AC,-1,0
Cruzeiro do Sul,1200203,2021-03-20,202111,89072,88376,False,False,6578,7385.03682,2021-03-20,0.019,125,342,city,AC,8,0
Epitaciolândia,1200252,2021-03-20,202111,18696,18411,False,False,1069,5717.8006,2021-03-20,0.0215,23,318,city,AC,6,0
Feijó,1200302,2021-03-20,202111,34884,34780,False,False,2178,6243.55005,2021-03-20,0.0165,36,323,city,AC,16,0
Jordão,1200328,2021-03-20,202111,8473,8317,False,False,322,3800.30686,2021-03-20,0.0031,1,307,city,AC,6,0
Manoel Urbano,1200344,2021-03-20,202111,9581,9459,False,False,749,7817.55558,2021-03-20,0.0053,4,312,city,AC,15,0
Marechal Thaumaturgo,1200351,2021-03-20,202111,19299,18867,False,False,979,5072.8017,2021-03-20,0.0082,8,313,city,AC,7,0
Mâncio Lima,1200336,2021-03-20,202111,19311,18977,False,False,1770,9165.76045,2021-03-20,0.0113,20,326,city,AC,0,1
Plácido de Castro,1200385,2021-03-20,202111,19955,19761,False,False,1246,6244.04911,2021-03-20,0.0096,12,349,city,AC,0,0
Porto Acre,1200807,2021-03-20,202111,18824,18504,False,False,1018,5407.9898,2021-03-20,0.0265,27,357,city,AC,12,0
Porto Walter,1200393,2021-03-20,202111,12241,11982,False,False,422,3447.43077,2021-03-20,0.0047,2,312,city,AC,4,0
Rio Branco,1200401,2021-03-20,202111,413418,407319,False,False,29868,7224.64914,2021-03-20,0.0241,721,369,city,AC,148,5
Rodrigues Alves,1200427,2021-03-20,202111,19351,18930,False,False,554,2862.90114,2021-03-20,0.0144,8,313,city,AC,2,0
Santa Rosa do Purus,1200435,2021-03-20,202111,6717,6540,False,False,494,7354.47372,2021-03-20,0.0081,4,317,city,AC,-1,0
Sena Madureira,1200500,2021-03-20,202111,46511,45848,False,False,4279,9199.9742,2021-03-20,0.0084,36,321,city,AC,59,1
Senador Guiomard,1200450,2021-03-20,202111,23236,23024,False,False,938,4036.83939,2021-03-20,0.0256,24,336,city,AC,16,1
Tarauacá,1200609,2021-03-20,202111,43151,42567,False,False,4464,10345.06732,2021-03-20,0.0045,20,323,city,AC,13,0
Xapuri,1200708,2021-03-20,202111,19596,19323,False,False,2621,13375.17861,2021-03-20,0.0076,20,326,city,AC,10,0
Acrelândia,1200013,2021-03-21,202112,15490,15256,False,False,1141,7366.04261,2021-03-21,0.0184,21,358,city,AC,1,0
Assis Brasil,1200054,2021-03-21,202112,7534,7417,False,False,1291,17135.65171,2021-03-21,0.0116,15,325,city,AC,-1,0
Brasiléia,1200104,2021-03-21,202112,26702,26278,False,False,2013,7538.76114,2021-03-21,0.0139,28,317,city,AC,-3,0
Bujari,1200138,2021-03-21,202112,10420,10266,False,False,896,8598.84837,2021-03-21,0.0112,10,348,city,AC,6,0
Capixaba,1200179,2021-03-21,202112,12008,11733,False,False,386,3214.52365,2021-03-21,0.0285,11,318,city,AC,-2,0
Cruzeiro do Sul,1200203,2021-03-21,202112,89072,88376,False,False,6578,7385.03682,2021-03-21,0.019,125,343,city,AC,0,0
Epitaciolândia,1200252,2021-03-21,202112,18696,18411,False,False,1069,5717.8006,2021-03-21,0.0215,23,319,city,AC,0,0
Feijó,1200302,2021-03-21,202112,34884,34780,False,False,2198,6300.88293,2021-03-21,0.0164,36,324,city,AC,20,0
Jordão,1200328,2021-03-21,202112,8473,8317,False,False,322,3800.30686,2021-03-21,0.0031,1,308,city,AC,0,0
Manoel Urbano,1200344,2021-03-21,202112,9581,9459,False,False,749,7817.55558,2021-03-21,0.008,6,313,city,AC,0,2
Marechal Thaumaturgo,1200351,2021-03-21,202112,19299,18867,False,False,979,5072.8017,2021-03-21,0.0082,8,314,city,AC,0,0
Mâncio Lima,1200336,2021-03-21,202112,19311,18977,False,False,1770,9165.76045,2021-03-21,0.0113,20,327,city,AC,0,0
Plácido de Castro,1200385,2021-03-21,202112,19955,19761,False,False,1261,6319.21824,2021-03-21,0.0095,12,350,city,AC,15,0
Porto Acre,1200807,2021-03-21,202112,18824,18504,False,False,1022,5429.23927,2021-03-21,0.0264,27,358,city,AC,4,0
Porto Walter,1200393,2021-03-21,202112,12241,11982,False,False,421,3439.2615,2021-03-21,0.0048,2,313,city,AC,-1,0
Rio Branco,1200401,2021-03-21,202112,413418,407319,False,False,29974,7250.28905,2021-03-21,0.0242,724,370,city,AC,106,3
Rodrigues Alves,1200427,2021-03-21,202112,19351,18930,False,False,554,2862.90114,2021-03-21,0.0144,8,314,city,AC,0,0
Santa Rosa do Purus,1200435,2021-03-21,202112,6717,6540,False,False,494,7354.47372,2021-03-21,0.0081,4,318,city,AC,0,0
Sena Madureira,1200500,2021-03-21,202112,46511,45848,False,False,4309,9264.47507,2021-03-21,0.0084,36,322,city,AC,30,0
Senador Guiomard,1200450,2021-03-21,202112,23236,23024,False,False,934,4019.62472,2021-03-21,0.0257,24,337,city,AC,-4,0
Tarauacá,1200609,2021-03-21,202112,43151,42567,False,False,4468,10354.3371,2021-03-21,0.0045,20,324,city,AC,4,0
Xapuri,1200708,2021-03-21,202112,19596,19323,False,False,2617,13354.76628,2021-03-21,0.0076,20,327,city,AC,-4,0
Acrelândia,1200013,2021-03-22,202112,15490,15256,False,False,1157,7469.33505,2021-03-22,0.0182,21,359,city,AC,16,0
Assis Brasil,1200054,2021-03-22,202112,7534,7417,False,False,1310,17387.84178,2021-03-22,0.0115,15,326,city,AC,19,0
Brasiléia,1200104,2021-03-22,202112,26702,26278,False,False,2022,7572.46648,2021-03-22,0.0138,28,318,city,AC,9,0
Bujari,1200138,2021-03-22,202112,10420,10266,False,False,900,8637.23608,2021-03-22,0.0111,10,349,city,AC,4,0
Capixaba,1200179,2021-03-22,202112,12008,11733,False,False,410,3414.39041,2021-03-22,0.0268,11,319,city,AC,24,0
Cruzeiro do Sul,1200203,2021-03-22,202112,89072,88376,False,False,6664,7481.58793,2021-03-22,0.0191,127,344,city,AC,86,2
Epitaciolândia,1200252,2021-03-22,202112,18696,18411,False,False,1079,5771.28798,2021-03-22,0.0213,23,320,city,AC,10,0
Feijó,1200302,2021-03-22,202112,34884,34780,False,False,2201,6309.48286,2021-03-22,0.0173,38,325,city,AC,3,2
Jordão,1200328,2021-03-22,202112,8473,8317,False,False,326,3847.51564,2021-03-22,0.0031,1,309,city,AC,4,0
Manoel Urbano,1200344,2021-03-22,202112,9581,9459,False,False,752,7848.86755,2021-03-22,0.008,6,314,city,AC,3,0
Marechal Thaumaturgo,1200351,2021-03-22,202112,19299,18867,False,False,993,5145.34432,2021-03-22,0.0081,8,315,city,AC,14,0
Mâncio Lima,1200336,2021-03-22,202112,19311,18977,False,False,1771,9170.93884,2021-03-22,0.0113,20,328,city,AC,1,0
Plácido de Castro,1200385,2021-03-22,202112,19955,19761,False,False,1264,6334.25207,2021-03-22,0.0095,12,351,city,AC,3,0
Porto Acre,1200807,2021-03-22,202112,18824,18504,False,False,1031,5477.05057,2021-03-22,0.0262,27,359,city,AC,9,0
Porto Walter,1200393,2021-03-22,202112,12241,11982,False,False,421,3439.2615,2021-03-22,0.0048,2,314,city,AC,0,0
Rio Branco,1200401,2021-03-22,202112,413418,407319,False,False,30221,7310.03488,2021-03-22,0.0241,727,371,city,AC,247,3
Rodrigues Alves,1200427,2021-03-22,202112,19351,18930,False,False,560,2893.90729,2021-03-22,0.0143,8,315,city,AC,6,0
Santa Rosa do Purus,1200435,2021-03-22,202112,6717,6540,False,False,494,7354.47372,2021-03-22,0.0081,4,319,city,AC,0,0
Sena Madureira,1200500,2021-03-22,202112,46511,45848,False,False,4346,9344.02614,2021-03-22,0.0085,37,323,city,AC,37,1
Senador Guiomard,1200450,2021-03-22,202112,23236,23024,False,False,940,4045.44672,2021-03-22,0.0266,25,338,city,AC,6,1
Tarauacá,1200609,2021-03-22,202112,43151,42567,False,False,4478,10377.51153,2021-03-22,0.0045,20,325,city,AC,10,0
Xapuri,1200708,2021-03-22,202112,19596,19323,False,False,2619,13364.97244,2021-03-22,0.0076,20,328,city,AC,2,0
Acrelândia,1200013,2021-03-23,202112,15490,15256,False,False,1157,7469.33505,2021-03-23,0.0182,21,360,city,AC,0,0
Assis Brasil,1200054,2021-03-23,202112,7534,7417,False,False,1310,17387.84178,2021-03-23,0.0122,16,327,city,AC,0,1
Brasiléia,1200104,2021-03-23,202112,26702,26278,False,False,2022,7572.46648,2021-03-23,0.0138,28,319,city,AC,0,0
Bujari,1200138,2021-03-23,202112,10420,10266,False,False,901,8646.83301,2021-03-23,0.0111,10,350,city,AC,1,0
Capixaba,1200179,2021-03-23,202112,12008,11733,False,False,414,3447.70153,2021-03-23,0.0266,11,320,city,AC,4,0
Cruzeiro do Sul,1200203,2021-03-23,202112,89072,88376,False,False,6663,7480.46524,2021-03-23,0.0191,127,345,city,AC,-1,0
Epitaciolândia,1200252,2021-03-23,202112,18696,18411,False,False,1079,5771.28798,2021-03-23,0.0213,23,321,city,AC,0,0
Feijó,1200302,2021-03-23,202112,34884,34780,False,False,2245,6435.61518,2021-03-23,0.0174,39,326,city,AC,44,1
Jordão,1200328,2021-03-23,202112,8473,8317,False,False,326,3847.51564,2021-03-23,0.0031,1,310,city,AC,0,0
Manoel Urbano,1200344,2021-03-23,202112,9581,9459,False,False,753,7859.30487,2021-03-23,0.0093,7,315,city,AC,1,1
Marechal Thaumaturgo,1200351,2021-03-23,202112,19299,18867,False,False,993,5145.34432,2021-03-23,0.0081,8,316,city,AC,0,0
Mâncio Lima,1200336,2021-03-23,202112,19311,18977,False,False,1771,9170.93884,2021-03-23,0.0113,20,329,city,AC,0,0
Plácido de Castro,1200385,2021-03-23,202112,19955,19761,False,False,1265,6339.26334,2021-03-23,0.0095,12,352,city,AC,1,0
Porto Acre,1200807,2021-03-23,202112,18824,18504,False,False,1033,5487.67531,2021-03-23,0.0261,27,360,city,AC,2,0
Porto Walter,1200393,2021-03-23,202112,12241,11982,False,False,421,3439.2615,2021-03-23,0.0048,2,315,city,AC,0,0
Rio Branco,1200401,2021-03-23,202112,413418,407319,False,False,30480,7372.68334,2021-03-23,0.0241,734,372,city,AC,259,7
Rodrigues Alves,1200427,2021-03-23,202112,19351,18930,False,False,560,2893.90729,2021-03-23,0.0143,8,316,city,AC,0,0
Santa Rosa do Purus,1200435,2021-03-23,202112,6717,6540,False,False,496,7384.24892,2021-03-23,0.0081,4,320,city,AC,2,0
Sena Madureira,1200500,2021-03-23,202112,46511,45848,False,False,4362,9378.42661,2021-03-23,0.0085,37,324,city,AC,16,0
Senador Guiomard,1200450,2021-03-23,202112,23236,23024,False,False,942,4054.05405,2021-03-23,0.0265,25,339,city,AC,2,0
Tarauacá,1200609,2021-03-23,202112,43151,42567,False,False,4478,10377.51153,2021-03-23,0.0047,21,326,city,AC,0,1
Xapuri,1200708,2021-03-23,202112,19596,19323,False,False,2619,13364.97244,2021-03-23,0.0076,20,329,city,AC,0,0
Acrelândia,1200013,2021-03-24,202112,15490,15256,False,False,1211,7817.94706,2021-03-24,0.0173,21,361,city,AC,54,0
Assis Brasil,1200054,2021-03-24,202112,7534,7417,False,False,1312,17414.38811,2021-03-24,0.0122,16,328,city,AC,2,0
Brasiléia,1200104,2021-03-24,202112,26702,26278,False,False,2043,7651.11228,2021-03-24,0.0137,28,320,city,AC,21,0
Bujari,1200138,2021-03-24,202112,10420,10266,False,False,902,8656.42994,2021-03-24,0.0111,10,351,city,AC,1,0
Capixaba,1200179,2021-03-24,202112,12008,11733,False,False,413,3439.37375,2021-03-24,0.0266,11,321,city,AC,-1,0
Cruzeiro do Sul,1200203,2021-03-24,202112,89072,88376,False,False,6730,7555.68529,2021-03-24,0.0189,127,346,city,AC,67,0
Epitaciolândia,1200252,2021-03-24,202112,18696,18411,False,False,1093,5846.1703,2021-03-24,0.021,23,322,city,AC,14,0
Feijó,1200302,2021-03-24,202112,34884,34780,False,False,2265,6492.94806,2021-03-24,0.0172,39,327,city,AC,20,0
Jordão,1200328,2021-03-24,202112,8473,8317,False,False,332,3918.32881,2021-03-24,0.003,1,311,city,AC,6,0
Manoel Urbano,1200344,2021-03-24,202112,9581,9459,False,False,761,7942.80347,2021-03-24,0.0092,7,316,city,AC,8,0
Marechal Thaumaturgo,1200351,2021-03-24,202112,19299,18867,False,False,1000,5181.61563,2021-03-24,0.008,8,317,city,AC,7,0
Mâncio Lima,1200336,2021-03-24,202112,19311,18977,False,False,1772,9176.11724,2021-03-24,0.0113,20,330,city,AC,1,0
Plácido de Castro,1200385,2021-03-24,202112,19955,19761,False,False,1269,6359.30844,2021-03-24,0.0102,13,353,city,AC,4,1
Porto Acre,1200807,2021-03-24,202112,18824,18504,False,False,1060,5631.10922,2021-03-24,0.0255,27,361,city,AC,27,0
Porto Walter,1200393,2021-03-24,202112,12241,11982,False,False,426,3480.10783,2021-03-24,0.0047,2,316,city,AC,5,0
Rio Branco,1200401,2021-03-24,202112,413418,407319,False,False,30658,7415.73903,2021-03-24,0.0242,741,373,city,AC,178,7
Rodrigues Alves,1200427,2021-03-24,202112,19351,18930,False,False,564,2914.57806,2021-03-24,0.0142,8,317,city,AC,4,0
Santa Rosa do Purus,1200435,2021-03-24,202112,6717,6540,False,False,507,7548.01251,2021-03-24,0.0079,4,321,city,AC,11,0
Sena Madureira,1200500,2021-03-24,202112,46511,45848,False,False,4368,9391.32678,2021-03-24,0.0085,37,325,city,AC,6,0
Senador Guiomard,1200450,2021-03-24,202112,23236,23024,False,False,942,4054.05405,2021-03-24,0.0265,25,340,city,AC,0,0
Tarauacá,1200609,2021-03-24,202112,43151,42567,False,False,4497,10421.54295,2021-03-24,0.0049,22,327,city,AC,19,1
Xapuri,1200708,2021-03-24,202112,19596,19323,False,False,2619,13364.97244,2021-03-24,0.0076,20,330,city,AC,0,0
Acrelândia,1200013,2021-03-25,202112,15490,15256,False,False,1260,8134.28018,2021-03-25,0.0167,21,362,city,AC,49,0
Assis Brasil,1200054,2021-03-25,202112,7534,7417,False,False,1312,17414.38811,2021-03-25,0.0122,16,329,city,AC,0,0
Brasiléia,1200104,2021-03-25,202112,26702,26278,False,False,2044,7654.85731,2021-03-25,0.0142,29,321,city,AC,1,1
Bujari,1200138,2021-03-25,202112,10420,10266,False,False,914,8771.59309,2021-03-25,0.012,11,352,city,AC,12,1
Capixaba,1200179,2021-03-25,202112,12008,11733,False,False,414,3447.70153,2021-03-25,0.0266,11,322,city,AC,1,0
Cruzeiro do Sul,1200203,2021-03-25,202112,89072,88376,False,False,6767,7597.22472,2021-03-25,0.0188,127,347,city,AC,37,0
Epitaciolândia,1200252,2021-03-25,202112,18696,18411,False,False,1104,5905.00642,2021-03-25,0.0208,23,323,city,AC,11,0
Feijó,1200302,2021-03-25,202112,34884,34780,False,False,2315,6636.28024,2021-03-25,0.0168,39,328,city,AC,50,0
