city,city_ibge_code,date,epidemiological_week,estimated_population,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
Rio Branco,1200401,2020-03-17,202012,413418,407319,False,False,3,0.72566,2020-03-17,0.0,0,1,city,AC,3,0
Rio Branco,1200401,2020-03-18,202012,413418,407319,False,False,3,0.72566,2020-03-18,0.0,0,2,city,AC,0,0
Rio Branco,1200401,2020-03-19,202012,413418,407319,False,False,4,0.96754,2020-03-19,0.0,0,3,city,AC,1,0
Rio Branco,1200401,2020-03-20,202012,413418,407319,False,False,7,1.6932,2020-03-20,0.0,0,4,city,AC,3,0
Rio Branco,1200401,2020-03-21,202012,413418,407319,False,False,11,2.66075,2020-03-21,0.0,0,5,city,AC,4,0
Rio Branco,1200401,2020-03-22,202013,413418,407319,False,False,11,2.66075,2020-03-22,0.0,0,6,city,AC,0,0
Rio Branco,1200401,2020-03-23,202013,413418,407319,False,False,17,4.11206,2020-03-23,0.0,0,7,city,AC,6,0
Rio Branco,1200401,2020-03-24,202013,413418,407319,False,False,21,5.0796,2020-03-24,0.0,0,8,city,AC,4,0
Rio Branco,1200401,2020-03-25,202013,413418,407319,False,False,23,5.56338,2020-03-25,0.0,0,9,city,AC,2,0
Rio Branco,1200401,2020-03-26,202013,413418,407319,False,False,23,5.56338,2020-03-26,0.0,0,10,city,AC,0,0
Rio Branco,1200401,2020-03-27,202013,413418,407319,False,False,25,6.04715,2020-03-27,0.0,0,11,city,AC,2,0
Rio Branco,1200401,2020-03-28,202013,413418,407319,False,False,25,6.04715,2020-03-28,0.0,0,12,city,AC,0,0
Acrelândia,1200013,2020-03-29,202014,15490,15256,False,False,2,12.91156,2020-03-29,0.0,0,1,city,AC,2,0
Porto Acre,1200807,2020-03-29,202014,18824,18504,False,False,1,5.31237,2020-03-29,0.0,0,1,city,AC,1,0
Rio Branco,1200401,2020-03-29,202014,413418,407319,False,False,31,7.49846,2020-03-29,0.0,0,13,city,AC,6,0
Acrelândia,1200013,2020-03-30,202014,15490,15256,False,False,6,38.73467,2020-03-30,0.0,0,2,city,AC,4,0
Porto Acre,1200807,2020-03-30,202014,18824,18504,False,False,1,5.31237,2020-03-30,0.0,0,2,city,AC,0,0
Rio Branco,1200401,2020-03-30,202014,413418,407319,False,False,34,8.22412,2020-03-30,0.0,0,14,city,AC,3,0
Acrelândia,1200013,2020-03-31,202014,15490,15256,False,False,7,45.19045,2020-03-31,0.0,0,3,city,AC,1,0
Porto Acre,1200807,2020-03-31,202014,18824,18504,False,False,1,5.31237,2020-03-31,0.0,0,3,city,AC,0,0
Rio Branco,1200401,2020-03-31,202014,413418,407319,False,False,34,8.22412,2020-03-31,0.0,0,15,city,AC,0,0
Acrelândia,1200013,2020-04-01,202014,15490,15256,False,False,8,51.64622,2020-04-01,0.0,0,4,city,AC,1,0
Porto Acre,1200807,2020-04-01,202014,18824,18504,False,False,1,5.31237,2020-04-01,0.0,0,4,city,AC,0,0
Rio Branco,1200401,2020-04-01,202014,413418,407319,False,False,34,8.22412,2020-04-01,0.0,0,16,city,AC,0,0
Acrelândia,1200013,2020-04-02,202014,15490,15256,False,False,8,51.64622,2020-04-02,0.0,0,5,city,AC,0,0
Porto Acre,1200807,2020-04-02,202014,18824,18504,False,False,1,5.31237,2020-04-02,0.0,0,5,city,AC,0,0
Rio Branco,1200401,2020-04-02,202014,413418,407319,False,False,36,8.70789,2020-04-02,0.0,0,17,city,AC,2,0
Acrelândia,1200013,2020-04-03,202014,15490,15256,False,False,9,58.102,2020-04-03,0.0,0,6,city,AC,1,0
Porto Acre,1200807,2020-04-03,202014,18824,18504,False,False,1,5.31237,2020-04-03,0.0,0,6,city,AC,0,0
Rio Branco,1200401,2020-04-03,202014,413418,407319,False,False,36,8.70789,2020-04-03,0.0,0,18,city,AC,0,0
Acrelândia,1200013,2020-04-04,202014,15490,15256,False,False,9,58.102,2020-04-04,0.0,0,7,city,AC,0,0
Porto Acre,1200807,2020-04-04,202014,18824,18504,False,False,1,5.31237,2020-04-04,0.0,0,7,city,AC,0,0
Rio Branco,1200401,2020-04-04,202014,413418,407319,False,False,36,8.70789,2020-04-04,0.0,0,19,city,AC,0,0
Acrelândia,1200013,2020-04-05,202015,15490,15256,False,False,9,58.102,2020-04-05,0.0,0,8,city,AC,0,0
Porto Acre,1200807,2020-04-05,202015,18824,18504,False,False,1,5.31237,2020-04-05,0.0,0,8,city,AC,0,0
Rio Branco,1200401,2020-04-05,202015,413418,407319,False,False,38,9.19167,2020-04-05,0.0,0,20,city,AC,2,0
Acrelândia,1200013,2020-04-06,202015,15490,15256,False,False,9,58.102,2020-04-06,0.0,0,9,city,AC,0,0
Plácido de Castro,1200385,2020-04-06,202015,19955,19761,False,False,1,5.01128,2020-04-06,0.0,0,1,city,AC,1,0
Porto Acre,1200807,2020-04-06,202015,18824,18504,False,False,1,5.31237,2020-04-06,0.0,0,9,city,AC,0,0
Rio Branco,1200401,2020-04-06,202015,413418,407319,False,False,39,9.43355,2020-04-06,0.0256,1,21,city,AC,1,1
Acrelândia,1200013,2020-04-07,202015,15490,15256,False,False,9,58.102,2020-04-07,0.0,0,10,city,AC,0,0
Plácido de Castro,1200385,2020-04-07,202015,19955,19761,False,False,1,5.01128,2020-04-07,0.0,0,2,city,AC,0,0
Porto Acre,1200807,2020-04-07,202015,18824,18504,False,False,1,5.31237,2020-04-07,0.0,0,10,city,AC,0,0
Rio Branco,1200401,2020-04-07,202015,413418,407319,False,False,39,9.43355,2020-04-07,0.0513,2,22,city,AC,0,1
Acrelândia,1200013,2020-04-08,202015,15490,15256,False,False,9,58.102,2020-04-08,0.0,0,11,city,AC,0,0
Bujari,1200138,2020-04-08,202015,10420,10266,False,False,1,9.59693,2020-04-08,0.0,0,1,city,AC,1,0
Plácido de Castro,1200385,2020-04-08,202015,19955,19761,False,False,2,10.02255,2020-04-08,0.0,0,3,city,AC,1,0
Porto Acre,1200807,2020-04-08,202015,18824,18504,False,False,1,5.31237,2020-04-08,0.0,0,11,city,AC,0,0
Rio Branco,1200401,2020-04-08,202015,413418,407319,False,False,45,10.88487,2020-04-08,0.0444,2,23,city,AC,6,0
Acrelândia,1200013,2020-04-09,202015,15490,15256,False,False,9,58.102,2020-04-09,0.0,0,12,city,AC,0,0
Bujari,1200138,2020-04-09,202015,10420,10266,False,False,1,9.59693,2020-04-09,0.0,0,2,city,AC,0,0
Plácido de Castro,1200385,2020-04-09,202015,19955,19761,False,False,3,15.03383,2020-04-09,0.0,0,4,city,AC,1,0
Porto Acre,1200807,2020-04-09,202015,18824,18504,False,False,1,5.31237,2020-04-09,0.0,0,12,city,AC,0,0
Rio Branco,1200401,2020-04-09,202015,413418,407319,False,False,48,11.61052,2020-04-09,0.0417,2,24,city,AC,3,0
Acrelândia,1200013,2020-04-10,202015,15490,15256,False,False,9,58.102,2020-04-10,0.0,0,13,city,AC,0,0
Bujari,1200138,2020-04-10,202015,10420,10266,False,False,1,9.59693,2020-04-10,0.0,0,3,city,AC,0,0
Plácido de Castro,1200385,2020-04-10,202015,19955,19761,False,False,4,20.0451,2020-04-10,0.0,0,5,city,AC,1,0
Porto Acre,1200807,2020-04-10,202015,18824,18504,False,False,1,5.31237,2020-04-10,0.0,0,13,city,AC,0,0
Rio Branco,1200401,2020-04-10,202015,413418,407319,False,False,55,13.30373,2020-04-10,0.0364,2,25,city,AC,7,0
Acrelândia,1200013,2020-04-11,202015,15490,15256,False,False,9,58.102,2020-04-11,0.0,0,14,city,AC,0,0
Bujari,1200138,2020-04-11,202015,10420,10266,False,False,1,9.59693,2020-04-11,0.0,0,4,city,AC,0,0
Plácido de Castro,1200385,2020-04-11,202015,19955,19761,False,False,4,20.0451,2020-04-11,0.0,0,6,city,AC,0,0
Porto Acre,1200807,2020-04-11,202015,18824,18504,False,False,1,5.31237,2020-04-11,0.0,0,14,city,AC,0,0
Rio Branco,1200401,2020-04-11,202015,413418,407319,False,False,57,13.7875,2020-04-11,0.0351,2,26,city,AC,2,0
Acrelândia,1200013,2020-04-12,202016,15490,15256,False,False,10,64.55778,2020-04-12,0.0,0,15,city,AC,1,0
Bujari,1200138,2020-04-12,202016,10420,10266,False,False,1,9.59693,2020-04-12,0.0,0,5,city,AC,0,0
Plácido de Castro,1200385,2020-04-12,202016,19955,19761,False,False,5,25.05638,2020-04-12,0.0,0,7,city,AC,1,0
Porto Acre,1200807,2020-04-12,202016,18824,18504,False,False,1,5.31237,2020-04-12,0.0,0,15,city,AC,0,0
Rio Branco,1200401,2020-04-12,202016,413418,407319,False,False,60,14.51316,2020-04-12,0.0333,2,27,city,AC,3,0
Acrelândia,1200013,2020-04-13,202016,15490,15256,False,False,11,71.01356,2020-04-13,0.0,0,16,city,AC,1,0
Bujari,1200138,2020-04-13,202016,10420,10266,False,False,1,9.59693,2020-04-13,0.0,0,6,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-13,202016,89072,88376,False,False,2,2.24537,2020-04-13,0.0,0,1,city,AC,2,0
Plácido de Castro,1200385,2020-04-13,202016,19955,19761,False,False,7,35.07893,2020-04-13,0.0,0,8,city,AC,2,0
Porto Acre,1200807,2020-04-13,202016,18824,18504,False,False,1,5.31237,2020-04-13,0.0,0,16,city,AC,0,0
Rio Branco,1200401,2020-04-13,202016,413418,407319,False,False,68,16.44824,2020-04-13,0.0441,3,28,city,AC,8,1
Acrelândia,1200013,2020-04-14,202016,15490,15256,False,False,11,71.01356,2020-04-14,0.0,0,17,city,AC,0,0
Bujari,1200138,2020-04-14,202016,10420,10266,False,False,1,9.59693,2020-04-14,0.0,0,7,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-14,202016,89072,88376,False,False,2,2.24537,2020-04-14,0.0,0,2,city,AC,0,0
Plácido de Castro,1200385,2020-04-14,202016,19955,19761,False,False,10,50.11275,2020-04-14,0.0,0,9,city,AC,3,0
Porto Acre,1200807,2020-04-14,202016,18824,18504,False,False,1,5.31237,2020-04-14,0.0,0,17,city,AC,0,0
Rio Branco,1200401,2020-04-14,202016,413418,407319,False,False,74,17.89956,2020-04-14,0.0405,3,29,city,AC,6,0
Acrelândia,1200013,2020-04-15,202016,15490,15256,False,False,11,71.01356,2020-04-15,0.0,0,18,city,AC,0,0
Bujari,1200138,2020-04-15,202016,10420,10266,False,False,1,9.59693,2020-04-15,0.0,0,8,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-15,202016,89072,88376,False,False,2,2.24537,2020-04-15,0.0,0,3,city,AC,0,0
Plácido de Castro,1200385,2020-04-15,202016,19955,19761,False,False,10,50.11275,2020-04-15,0.1,1,10,city,AC,0,1
Porto Acre,1200807,2020-04-15,202016,18824,18504,False,False,1,5.31237,2020-04-15,0.0,0,18,city,AC,0,0
Rio Branco,1200401,2020-04-15,202016,413418,407319,False,False,76,18.38333,2020-04-15,0.0395,3,30,city,AC,2,0
Acrelândia,1200013,2020-04-16,202016,15490,15256,False,False,12,77.46934,2020-04-16,0.0,0,19,city,AC,1,0
Bujari,1200138,2020-04-16,202016,10420,10266,False,False,1,9.59693,2020-04-16,0.0,0,9,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-16,202016,89072,88376,False,False,2,2.24537,2020-04-16,0.0,0,4,city,AC,0,0
Plácido de Castro,1200385,2020-04-16,202016,19955,19761,False,False,13,65.14658,2020-04-16,0.0769,1,11,city,AC,3,0
Porto Acre,1200807,2020-04-16,202016,18824,18504,False,False,1,5.31237,2020-04-16,0.0,0,19,city,AC,0,0
Rio Branco,1200401,2020-04-16,202016,413418,407319,False,False,86,20.80219,2020-04-16,0.0465,4,31,city,AC,10,1
Acrelândia,1200013,2020-04-17,202016,15490,15256,False,False,12,77.46934,2020-04-17,0.0,0,20,city,AC,0,0
Bujari,1200138,2020-04-17,202016,10420,10266,False,False,1,9.59693,2020-04-17,0.0,0,10,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-17,202016,89072,88376,False,False,2,2.24537,2020-04-17,0.0,0,5,city,AC,0,0
Plácido de Castro,1200385,2020-04-17,202016,19955,19761,False,False,14,70.15786,2020-04-17,0.0714,1,12,city,AC,1,0
Porto Acre,1200807,2020-04-17,202016,18824,18504,False,False,1,5.31237,2020-04-17,0.0,0,20,city,AC,0,0
Rio Branco,1200401,2020-04-17,202016,413418,407319,False,False,105,25.39802,2020-04-17,0.0381,4,32,city,AC,19,0
Acrelândia,1200013,2020-04-18,202016,15490,15256,False,False,12,77.46934,2020-04-18,0.0,0,21,city,AC,0,0
Bujari,1200138,2020-04-18,202016,10420,10266,False,False,1,9.59693,2020-04-18,0.0,0,11,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-18,202016,89072,88376,False,False,2,2.24537,2020-04-18,0.0,0,6,city,AC,0,0
Plácido de Castro,1200385,2020-04-18,202016,19955,19761,False,False,14,70.15786,2020-04-18,0.0714,1,13,city,AC,0,0
Porto Acre,1200807,2020-04-18,202016,18824,18504,False,False,1,5.31237,2020-04-18,0.0,0,21,city,AC,0,0
Rio Branco,1200401,2020-04-18,202016,413418,407319,False,False,112,27.09122,2020-04-18,0.0446,5,33,city,AC,7,1
Acrelândia,1200013,2020-04-19,202017,15490,15256,False,False,12,77.46934,2020-04-19,0.0,0,22,city,AC,0,0
Bujari,1200138,2020-04-19,202017,10420,10266,False,False,1,9.59693,2020-04-19,0.0,0,12,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-19,202017,89072,88376,False,False,5,5.61344,2020-04-19,0.0,0,7,city,AC,3,0
Plácido de Castro,1200385,2020-04-19,202017,19955,19761,False,False,19,95.21423,2020-04-19,0.0526,1,14,city,AC,5,0
Porto Acre,1200807,2020-04-19,202017,18824,18504,False,False,1,5.31237,2020-04-19,0.0,0,22,city,AC,0,0
Rio Branco,1200401,2020-04-19,202017,413418,407319,False,False,123,29.75197,2020-04-19,0.0407,5,34,city,AC,11,0
Senador Guiomard,1200450,2020-04-19,202017,23236,23024,False,False,2,8.60733,2020-04-19,0.0,0,1,city,AC,2,0
Acrelândia,1200013,2020-04-20,202017,15490,15256,False,False,12,77.46934,2020-04-20,0.0,0,23,city,AC,0,0
Bujari,1200138,2020-04-20,202017,10420,10266,False,False,1,9.59693,2020-04-20,0.0,0,13,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-20,202017,89072,88376,False,False,5,5.61344,2020-04-20,0.0,0,8,city,AC,0,0
Plácido de Castro,1200385,2020-04-20,202017,19955,19761,False,False,19,95.21423,2020-04-20,0.0526,1,15,city,AC,0,0
Porto Acre,1200807,2020-04-20,202017,18824,18504,False,False,1,5.31237,2020-04-20,0.0,0,23,city,AC,0,0
Rio Branco,1200401,2020-04-20,202017,413418,407319,False,False,136,32.89649,2020-04-20,0.0515,7,35,city,AC,13,2
Senador Guiomard,1200450,2020-04-20,202017,23236,23024,False,False,2,8.60733,2020-04-20,0.0,0,2,city,AC,0,0
Acrelândia,1200013,2020-04-21,202017,15490,15256,False,False,12,77.46934,2020-04-21,0.0,0,24,city,AC,0,0
Bujari,1200138,2020-04-21,202017,10420,10266,False,False,1,9.59693,2020-04-21,0.0,0,14,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-21,202017,89072,88376,False,False,5,5.61344,2020-04-21,0.0,0,9,city,AC,0,0
Plácido de Castro,1200385,2020-04-21,202017,19955,19761,False,False,20,100.22551,2020-04-21,0.05,1,16,city,AC,1,0
Porto Acre,1200807,2020-04-21,202017,18824,18504,False,False,1,5.31237,2020-04-21,0.0,0,24,city,AC,0,0
Rio Branco,1200401,2020-04-21,202017,413418,407319,False,False,154,37.25043,2020-04-21,0.0455,7,36,city,AC,18,0
Senador Guiomard,1200450,2020-04-21,202017,23236,23024,False,False,2,8.60733,2020-04-21,0.0,0,3,city,AC,0,0
Acrelândia,1200013,2020-04-22,202017,15490,15256,False,False,12,77.46934,2020-04-22,0.0,0,25,city,AC,0,0
Bujari,1200138,2020-04-22,202017,10420,10266,False,False,1,9.59693,2020-04-22,0.0,0,15,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-22,202017,89072,88376,False,False,5,5.61344,2020-04-22,0.0,0,10,city,AC,0,0
Plácido de Castro,1200385,2020-04-22,202017,19955,19761,False,False,21,105.23678,2020-04-22,0.0476,1,17,city,AC,1,0
Porto Acre,1200807,2020-04-22,202017,18824,18504,False,False,1,5.31237,2020-04-22,0.0,0,25,city,AC,0,0
Rio Branco,1200401,2020-04-22,202017,413418,407319,False,False,172,41.60438,2020-04-22,0.0407,7,37,city,AC,18,0
Senador Guiomard,1200450,2020-04-22,202017,23236,23024,False,False,2,8.60733,2020-04-22,0.0,0,4,city,AC,0,0
Acrelândia,1200013,2020-04-23,202017,15490,15256,False,False,12,77.46934,2020-04-23,0.0,0,26,city,AC,0,0
Bujari,1200138,2020-04-23,202017,10420,10266,False,False,1,9.59693,2020-04-23,0.0,0,16,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-23,202017,89072,88376,False,False,5,5.61344,2020-04-23,0.0,0,11,city,AC,0,0
Plácido de Castro,1200385,2020-04-23,202017,19955,19761,False,False,21,105.23678,2020-04-23,0.0476,1,18,city,AC,0,0
Porto Acre,1200807,2020-04-23,202017,18824,18504,False,False,1,5.31237,2020-04-23,0.0,0,26,city,AC,0,0
Rio Branco,1200401,2020-04-23,202017,413418,407319,False,False,185,44.7489,2020-04-23,0.0486,9,38,city,AC,13,2
Senador Guiomard,1200450,2020-04-23,202017,23236,23024,False,False,2,8.60733,2020-04-23,0.0,0,5,city,AC,0,0
Acrelândia,1200013,2020-04-24,202017,15490,15256,False,False,12,77.46934,2020-04-24,0.0,0,27,city,AC,0,0
Bujari,1200138,2020-04-24,202017,10420,10266,False,False,1,9.59693,2020-04-24,0.0,0,17,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-24,202017,89072,88376,False,False,5,5.61344,2020-04-24,0.0,0,12,city,AC,0,0
Plácido de Castro,1200385,2020-04-24,202017,19955,19761,False,False,22,110.24806,2020-04-24,0.0455,1,19,city,AC,1,0
Porto Acre,1200807,2020-04-24,202017,18824,18504,False,False,1,5.31237,2020-04-24,0.0,0,27,city,AC,0,0
Rio Branco,1200401,2020-04-24,202017,413418,407319,False,False,191,46.20021,2020-04-24,0.0524,10,39,city,AC,6,1
Senador Guiomard,1200450,2020-04-24,202017,23236,23024,False,False,2,8.60733,2020-04-24,0.0,0,6,city,AC,0,0
Acrelândia,1200013,2020-04-25,202017,15490,15256,False,False,12,77.46934,2020-04-25,0.0,0,28,city,AC,0,0
Bujari,1200138,2020-04-25,202017,10420,10266,False,False,1,9.59693,2020-04-25,0.0,0,18,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-25,202017,89072,88376,False,False,5,5.61344,2020-04-25,0.0,0,13,city,AC,0,0
Plácido de Castro,1200385,2020-04-25,202017,19955,19761,False,False,22,110.24806,2020-04-25,0.0455,1,20,city,AC,0,0
Porto Acre,1200807,2020-04-25,202017,18824,18504,False,False,1,5.31237,2020-04-25,0.0,0,28,city,AC,0,0
Rio Branco,1200401,2020-04-25,202017,413418,407319,False,False,215,52.00548,2020-04-25,0.0465,10,40,city,AC,24,0
Senador Guiomard,1200450,2020-04-25,202017,23236,23024,False,False,2,8.60733,2020-04-25,0.0,0,7,city,AC,0,0
Acrelândia,1200013,2020-04-26,202018,15490,15256,False,False,12,77.46934,2020-04-26,0.0,0,29,city,AC,0,0
Bujari,1200138,2020-04-26,202018,10420,10266,False,False,1,9.59693,2020-04-26,0.0,0,19,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-26,202018,89072,88376,False,False,5,5.61344,2020-04-26,0.0,0,14,city,AC,0,0
Plácido de Castro,1200385,2020-04-26,202018,19955,19761,False,False,22,110.24806,2020-04-26,0.0455,1,21,city,AC,0,0
Porto Acre,1200807,2020-04-26,202018,18824,18504,False,False,2,10.62473,2020-04-26,0.0,0,29,city,AC,1,0
Rio Branco,1200401,2020-04-26,202018,413418,407319,False,False,235,56.8432,2020-04-26,0.0426,10,41,city,AC,20,0
Senador Guiomard,1200450,2020-04-26,202018,23236,23024,False,False,2,8.60733,2020-04-26,0.0,0,8,city,AC,0,0
Acrelândia,1200013,2020-04-27,202018,15490,15256,False,False,13,83.92511,2020-04-27,0.0,0,30,city,AC,1,0
Bujari,1200138,2020-04-27,202018,10420,10266,False,False,1,9.59693,2020-04-27,0.0,0,20,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-27,202018,89072,88376,False,False,5,5.61344,2020-04-27,0.0,0,15,city,AC,0,0
Plácido de Castro,1200385,2020-04-27,202018,19955,19761,False,False,22,110.24806,2020-04-27,0.0455,1,22,city,AC,0,0
Porto Acre,1200807,2020-04-27,202018,18824,18504,False,False,2,10.62473,2020-04-27,0.0,0,30,city,AC,0,0
Rio Branco,1200401,2020-04-27,202018,413418,407319,False,False,256,61.9228,2020-04-27,0.0508,13,42,city,AC,21,3
Senador Guiomard,1200450,2020-04-27,202018,23236,23024,False,False,2,8.60733,2020-04-27,0.0,0,9,city,AC,0,0
Acrelândia,1200013,2020-04-28,202018,15490,15256,False,False,13,83.92511,2020-04-28,0.0,0,31,city,AC,0,0
Bujari,1200138,2020-04-28,202018,10420,10266,False,False,1,9.59693,2020-04-28,0.0,0,21,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-28,202018,89072,88376,False,False,5,5.61344,2020-04-28,0.0,0,16,city,AC,0,0
Plácido de Castro,1200385,2020-04-28,202018,19955,19761,False,False,22,110.24806,2020-04-28,0.0455,1,23,city,AC,0,0
Porto Acre,1200807,2020-04-28,202018,18824,18504,False,False,2,10.62473,2020-04-28,0.0,0,31,city,AC,0,0
Rio Branco,1200401,2020-04-28,202018,413418,407319,False,False,272,65.79297,2020-04-28,0.0551,15,43,city,AC,16,2
Senador Guiomard,1200450,2020-04-28,202018,23236,23024,False,False,2,8.60733,2020-04-28,0.0,0,10,city,AC,0,0
Acrelândia,1200013,2020-04-29,202018,15490,15256,False,False,13,83.92511,2020-04-29,0.0,0,32,city,AC,0,0
Bujari,1200138,2020-04-29,202018,10420,10266,False,False,2,19.19386,2020-04-29,0.0,0,22,city,AC,1,0
Cruzeiro do Sul,1200203,2020-04-29,202018,89072,88376,False,False,5,5.61344,2020-04-29,0.0,0,17,city,AC,0,0
Mâncio Lima,1200336,2020-04-29,202018,19311,18977,False,False,1,5.1784,2020-04-29,0.0,0,1,city,AC,1,0
Plácido de Castro,1200385,2020-04-29,202018,19955,19761,False,False,25,125.28188,2020-04-29,0.04,1,24,city,AC,3,0
Porto Acre,1200807,2020-04-29,202018,18824,18504,False,False,2,10.62473,2020-04-29,0.0,0,32,city,AC,0,0
Rio Branco,1200401,2020-04-29,202018,413418,407319,False,False,300,72.56578,2020-04-29,0.0567,17,44,city,AC,28,2
Senador Guiomard,1200450,2020-04-29,202018,23236,23024,False,False,3,12.911,2020-04-29,0.0,0,11,city,AC,1,0
Xapuri,1200708,2020-04-29,202018,19596,19323,False,False,3,15.30925,2020-04-29,0.0,0,1,city,AC,3,0
Acrelândia,1200013,2020-04-30,202018,15490,15256,False,False,13,83.92511,2020-04-30,0.0,0,33,city,AC,0,0
Bujari,1200138,2020-04-30,202018,10420,10266,False,False,2,19.19386,2020-04-30,0.0,0,23,city,AC,0,0
Cruzeiro do Sul,1200203,2020-04-30,202018,89072,88376,False,False,5,5.61344,2020-04-30,0.0,0,18,city,AC,0,0
Mâncio Lima,1200336,2020-04-30,202018,19311,18977,False,False,2,10.35679,2020-04-30,0.0,0,2,city,AC,1,0
Plácido de Castro,1200385,2020-04-30,202018,19955,19761,False,False,25,125.28188,2020-04-30,0.04,1,25,city,AC,0,0
Porto Acre,1200807,2020-04-30,202018,18824,18504,False,False,2,10.62473,2020-04-30,0.0,0,33,city,AC,0,0
Rio Branco,1200401,2020-04-30,202018,413418,407319,False,False,344,83.20876,2020-04-30,0.0523,18,45,city,AC,44,1
Senador Guiomard,1200450,2020-04-30,202018,23236,23024,False,False,3,12.911,2020-04-30,0.0,0,12,city,AC,0,0
Xapuri,1200708,2020-04-30,202018,19596,19323,False,False,8,40.82466,2020-04-30,0.0,0,2,city,AC,5,0
Acrelândia,1200013,2020-05-01,202018,15490,15256,False,False,13,83.92511,2020-05-01,0.0,0,34,city,AC,0,0
Assis Brasil,1200054,2020-05-01,202018,7534,7417,False,False,1,13.27316,2020-05-01,0.0,0,1,city,AC,1,0
Bujari,1200138,2020-05-01,202018,10420,10266,False,False,2,19.19386,2020-05-01,0.0,0,24,city,AC,0,0
Cruzeiro do Sul,1200203,2020-05-01,202018,89072,88376,False,False,12,13.47225,2020-05-01,0.0,0,19,city,AC,7,0
Mâncio Lima,1200336,2020-05-01,202018,19311,18977,False,False,2,10.35679,2020-05-01,0.0,0,3,city,AC,0,0
Plácido de Castro,1200385,2020-05-01,202018,19955,19761,False,False,34,170.38336,2020-05-01,0.0294,1,26,city,AC,9,0
Porto Acre,1200807,2020-05-01,202018,18824,18504,False,False,2,10.62473,2020-05-01,0.0,0,34,city,AC,0,0
Rio Branco,1200401,2020-05-01,202018,413418,407319,False,False,408,98.68946,2020-05-01,0.0441,18,46,city,AC,64,0
Senador Guiomard,1200450,2020-05-01,202018,23236,23024,False,False,4,17.21467,2020-05-01,0.0,0,13,city,AC,1,0
Xapuri,1200708,2020-05-01,202018,19596,19323,False,False,9,45.92774,2020-05-01,0.0,0,3,city,AC,1,0
Acrelândia,1200013,2020-05-02,202018,15490,15256,False,False,13,83.92511,2020-05-02,0.0,0,35,city,AC,0,0
Assis Brasil,1200054,2020-05-02,202018,7534,7417,False,False,1,13.27316,2020-05-02,0.0,0,2,city,AC,0,0
Bujari,1200138,2020-05-02,202018,10420,10266,False,False,2,19.19386,2020-05-02,0.0,0,25,city,AC,0,0
Cruzeiro do Sul,1200203,2020-05-02,202018,89072,88376,False,False,9,10.10419,2020-05-02,0.0,0,20,city,AC,-3,0
Feijó,1200302,2020-05-02,202018,34884,34780,False,False,1,2.86664,2020-05-02,0.0,0,1,city,AC,1,0
Mâncio Lima,1200336,2020-05-02,202018,19311,18977,False,False,3,15.53519,2020-05-02,0.0,0,4,city,AC,1,0
Plácido de Castro,1200385,2020-05-02,202018,19955,19761,False,False,34,170.38336,2020-05-02,0.0588,2,27,city,AC,0,1
Porto Acre,1200807,2020-05-02,202018,18824,18504,False,False,2,10.62473,2020-05-02,0.0,0,35,city,AC,0,0
Rio Branco,1200401,2020-05-02,202018,413418,407319,False,False,474,114.65393,2020-05-02,0.0422,20,47,city,AC,66,2
Senador Guiomard,1200450,2020-05-02,202018,23236,23024,False,False,4,17.21467,2020-05-02,0.0,0,14,city,AC,0,0
Tarauacá,1200609,2020-05-02,202018,43151,42567,False,False,1,2.31744,2020-05-02,0.0,0,1,city,AC,1,0
Xapuri,1200708,2020-05-02,202018,19596,19323,False,False,9,45.92774,2020-05-02,0.0,0,4,city,AC,0,0
Acrelândia,1200013,2020-05-03,202019,15490,15256,False,False,15,96.83667,2020-05-03,0.0,0,36,city,AC,2,0
Assis Brasil,1200054,2020-05-03,202019,7534,7417,False,False,1,13.27316,2020-05-03,0.0,0,3,city,AC,0,0
Bujari,1200138,2020-05-03,202019,10420,10266,False,False,2,19.19386,2020-05-03,0.0,0,26,city,AC,0,0
Cruzeiro do Sul,1200203,2020-05-03,202019,89072,88376,False,False,9,10.10419,2020-05-03,0.0,0,21,city,AC,0,0
Feijó,1200302,2020-05-03,202019,34884,34780,False,False,1,2.86664,2020-05-03,0.0,0,2,city,AC,0,0
Mâncio Lima,1200336,2020-05-03,202019,19311,18977,False,False,3,15.53519,2020-05-03,0.0,0,5,city,AC,0,0
