date,city_ibge_code,epidemiological_week,cumulative_confirmed,previous_period,diff_by_period
2020-07-07,1200203,202028,14714,14703,11
2020-07-07,1200344,202028,14714,14714,0
2020-07-07,1200328,202028,14715,14714,1
2020-07-07,1200302,202028,14721,14715,6
2020-07-07,1200179,202028,14723,14721,2
2020-07-07,1200385,202028,14723,14723,0
2020-07-07,1200104,202028,14744,14723,21
2020-07-07,1200054,202028,14754,14744,10
2020-07-07,1200013,202028,14764,14754,10
2020-07-07,1200351,202028,14768,14764,4
2020-07-07,1200138,202028,14773,14768,5
2020-07-07,1200336,202028,14783,14773,10
2020-07-07,1200252,202028,14792,14783,9
2020-07-07,1200807,202028,14794,14792,2
2020-07-07,1200393,202028,14810,14794,16
2020-07-07,1200401,202028,14884,14810,74
2020-07-07,1200427,202028,14885,14884,1
2020-07-07,1200435,202028,14890,14885,5
2020-07-07,1200500,202028,14895,14890,5
2020-07-07,1200450,202028,14901,14895,6
2020-07-07,1200609,202028,14940,14901,39
2020-07-07,1200708,202028,14956,14940,16
2020-07-08,1200708,202028,14956,14956,0
2020-07-08,1200013,202028,14956,14956,0
2020-07-08,1200054,202028,14957,14956,1
2020-07-08,1200104,202028,14966,14957,9
2020-07-08,1200138,202028,14977,14966,11
2020-07-08,1200179,202028,14977,14977,0
2020-07-08,1200203,202028,14989,14977,12
2020-07-08,1200807,202028,14991,14989,2
2020-07-08,1200450,202028,14992,14991,1
2020-07-08,1200500,202028,15031,14992,39
2020-07-08,1200435,202028,15034,15031,3
2020-07-08,1200427,202028,15034,15034,0
2020-07-08,1200401,202028,15163,15034,129
2020-07-08,1200393,202028,15163,15163,0
2020-07-08,1200252,202028,15165,15163,2
2020-07-08,1200609,202028,15165,15165,0
2020-07-08,1200336,202028,15166,15165,1
2020-07-08,1200351,202028,15168,15166,2
2020-07-08,1200344,202028,15168,15168,0
2020-07-08,1200328,202028,15168,15168,0
2020-07-08,1200302,202028,15173,15168,5
2020-07-08,1200385,202028,15182,15173,9
2020-07-09,1200054,202028,15186,15182,4
2020-07-09,1200013,202028,15187,15186,1
2020-07-09,1200104,202028,15190,15187,3
2020-07-09,1200708,202028,15191,15190,1
2020-07-09,1200450,202028,15194,15191,3
2020-07-09,1200500,202028,15232,15194,38
2020-07-09,1200435,202028,15238,15232,6
2020-07-09,1200427,202028,15240,15238,2
2020-07-09,1200401,202028,15326,15240,86
2020-07-09,1200393,202028,15346,15326,20
2020-07-09,1200807,202028,15354,15346,8
2020-07-09,1200385,202028,15365,15354,11
2020-07-09,1200336,202028,15380,15365,15
2020-07-09,1200351,202028,15387,15380,7
2020-07-09,1200344,202028,15390,15387,3
2020-07-09,1200328,202028,15390,15390,0
2020-07-09,1200302,202028,15418,15390,28
2020-07-09,1200252,202028,15424,15418,6
2020-07-09,1200203,202028,15458,15424,34
2020-07-09,1200179,202028,15465,15458,7
2020-07-09,1200138,202028,15477,15465,12
2020-07-09,1200609,202028,15480,15477,3
2020-07-10,1200807,202028,15482,15480,2
2020-07-10,1200393,202028,15482,15482,0
2020-07-10,1200054,202028,15492,15482,10
2020-07-10,1200401,202028,15621,15492,129
2020-07-10,1200427,202028,15624,15621,3
2020-07-10,1200385,202028,15624,15624,0
2020-07-10,1200500,202028,15634,15624,10
2020-07-10,1200450,202028,15634,15634,0
2020-07-10,1200609,202028,15644,15634,10
2020-07-10,1200708,202028,15661,15644,17
2020-07-10,1200336,202028,15663,15661,2
2020-07-10,1200351,202028,15672,15663,9
2020-07-10,1200344,202028,15676,15672,4
2020-07-10,1200328,202028,15683,15676,7
2020-07-10,1200302,202028,15692,15683,9
2020-07-10,1200252,202028,15710,15692,18
2020-07-10,1200203,202028,15753,15710,43
2020-07-10,1200179,202028,15754,15753,1
2020-07-10,1200138,202028,15756,15754,2
2020-07-10,1200104,202028,15775,15756,19
2020-07-10,1200013,202028,15785,15775,10
2020-07-10,1200435,202028,15783,15785,-2
2020-07-11,1200435,202028,15783,15783,0
2020-07-11,1200708,202028,15791,15783,8
2020-07-11,1200500,202028,15802,15791,11
2020-07-11,1200427,202028,15807,15802,5
2020-07-11,1200401,202028,15872,15807,65
2020-07-11,1200393,202028,15889,15872,17
2020-07-11,1200807,202028,15896,15889,7
2020-07-11,1200385,202028,15904,15896,8
2020-07-11,1200336,202028,15927,15904,23
2020-07-11,1200351,202028,15929,15927,2
2020-07-11,1200344,202028,15929,15929,0
2020-07-11,1200328,202028,15934,15929,5
2020-07-11,1200302,202028,15969,15934,35
2020-07-11,1200252,202028,15972,15969,3
2020-07-11,1200203,202028,16049,15972,77
2020-07-11,1200179,202028,16056,16049,7
2020-07-11,1200138,202028,16061,16056,5
2020-07-11,1200104,202028,16072,16061,11
2020-07-11,1200054,202028,16075,16072,3
2020-07-11,1200450,202028,16078,16075,3
2020-07-11,1200609,202028,16095,16078,17
2020-07-11,1200013,202028,16095,16095,0
2020-07-12,1200336,202029,16095,16095,0
2020-07-12,1200807,202029,16095,16095,0
2020-07-12,1200393,202029,16095,16095,0
2020-07-12,1200401,202029,16145,16095,50
2020-07-12,1200427,202029,16145,16145,0
2020-07-12,1200435,202029,16145,16145,0
2020-07-12,1200500,202029,16149,16145,4
2020-07-12,1200450,202029,16150,16149,1
2020-07-12,1200609,202029,16152,16150,2
2020-07-12,1200708,202029,16152,16152,0
2020-07-12,1200351,202029,16152,16152,0
2020-07-12,1200344,202029,16153,16152,1
2020-07-12,1200328,202029,16155,16153,2
2020-07-12,1200302,202029,16180,16155,25
2020-07-12,1200252,202029,16180,16180,0
2020-07-12,1200203,202029,16195,16180,15
2020-07-12,1200179,202029,16202,16195,7
2020-07-12,1200138,202029,16205,16202,3
2020-07-12,1200104,202029,16205,16205,0
2020-07-12,1200054,202029,16205,16205,0
2020-07-12,1200013,202029,16205,16205,0
2020-07-12,1200385,202029,16205,16205,0
2020-07-13,1200500,202029,16206,16205,1
2020-07-13,1200054,202029,16206,16206,0
2020-07-13,1200708,202029,16206,16206,0
2020-07-13,1200609,202029,16208,16206,2
2020-07-13,1200450,202029,16208,16208,0
2020-07-13,1200435,202029,16208,16208,0
2020-07-13,1200401,202029,16259,16208,51
2020-07-13,1200393,202029,16259,16259,0
2020-07-13,1200807,202029,16262,16259,3
2020-07-13,1200385,202029,16262,16262,0
2020-07-13,1200336,202029,16263,16262,1
2020-07-13,1200427,202029,16263,16263,0
2020-07-13,1200344,202029,16263,16263,0
2020-07-13,1200328,202029,16263,16263,0
2020-07-13,1200302,202029,16263,16263,0
2020-07-13,1200252,202029,16263,16263,0
2020-07-13,1200203,202029,16275,16263,12
2020-07-13,1200179,202029,16275,16275,0
2020-07-13,1200138,202029,16275,16275,0
2020-07-13,1200104,202029,16275,16275,0
2020-07-13,1200013,202029,16275,16275,0
2020-07-13,1200351,202029,16275,16275,0
2020-07-14,1200344,202029,16284,16275,9
2020-07-14,1200328,202029,16286,16284,2
2020-07-14,1200302,202029,16291,16286,5
2020-07-14,1200252,202029,16309,16291,18
2020-07-14,1200203,202029,16314,16309,5
2020-07-14,1200013,202029,16319,16314,5
2020-07-14,1200138,202029,16319,16319,0
2020-07-14,1200104,202029,16346,16319,27
2020-07-14,1200054,202029,16349,16346,3
2020-07-14,1200351,202029,16360,16349,11
2020-07-14,1200179,202029,16360,16360,0
2020-07-14,1200336,202029,16366,16360,6
2020-07-14,1200385,202029,16366,16366,0
2020-07-14,1200393,202029,16366,16366,0
2020-07-14,1200401,202029,16419,16366,53
2020-07-14,1200427,202029,16421,16419,2
2020-07-14,1200435,202029,16422,16421,1
2020-07-14,1200500,202029,16451,16422,29
2020-07-14,1200450,202029,16452,16451,1
2020-07-14,1200609,202029,16483,16452,31
2020-07-14,1200708,202029,16490,16483,7
2020-07-14,1200807,202029,16494,16490,4
2020-07-15,1200708,202029,16500,16494,6
2020-07-15,1200013,202029,16502,16500,2
2020-07-15,1200054,202029,16506,16502,4
2020-07-15,1200104,202029,16528,16506,22
2020-07-15,1200138,202029,16529,16528,1
2020-07-15,1200179,202029,16529,16529,0
2020-07-15,1200203,202029,16549,16529,20
2020-07-15,1200302,202029,16568,16549,19
2020-07-15,1200450,202029,16574,16568,6
2020-07-15,1200500,202029,16584,16574,10
2020-07-15,1200435,202029,16584,16584,0
2020-07-15,1200427,202029,16586,16584,2
2020-07-15,1200401,202029,16646,16586,60
2020-07-15,1200252,202029,16655,16646,9
2020-07-15,1200393,202029,16666,16655,11
2020-07-15,1200385,202029,16666,16666,0
2020-07-15,1200336,202029,16672,16666,6
2020-07-15,1200351,202029,16676,16672,4
2020-07-15,1200344,202029,16683,16676,7
2020-07-15,1200328,202029,16685,16683,2
2020-07-15,1200807,202029,16685,16685,0
2020-07-15,1200609,202029,16687,16685,2
2020-07-16,1200013,202029,16695,16687,8
2020-07-16,1200054,202029,16697,16695,2
2020-07-16,1200104,202029,16737,16697,40
2020-07-16,1200435,202029,16738,16737,1
2020-07-16,1200427,202029,16738,16738,0
2020-07-16,1200138,202029,16747,16738,9
2020-07-16,1200500,202029,16758,16747,11
2020-07-16,1200450,202029,16761,16758,3
2020-07-16,1200609,202029,16768,16761,7
2020-07-16,1200708,202029,16773,16768,5
2020-07-16,1200807,202029,16777,16773,4
2020-07-16,1200385,202029,16781,16777,4
2020-07-16,1200336,202029,16788,16781,7
2020-07-16,1200351,202029,16793,16788,5
2020-07-16,1200344,202029,16794,16793,1
2020-07-16,1200328,202029,16795,16794,1
2020-07-16,1200302,202029,16824,16795,29
2020-07-16,1200252,202029,16825,16824,1
2020-07-16,1200203,202029,16824,16825,-1
2020-07-16,1200179,202029,16824,16824,0
2020-07-16,1200401,202029,16875,16824,51
2020-07-16,1200393,202029,16880,16875,5
2020-07-17,1200385,202029,16881,16880,1
2020-07-17,1200393,202029,16881,16881,0
2020-07-17,1200054,202029,16881,16881,0
2020-07-17,1200104,202029,16881,16881,0
2020-07-17,1200807,202029,16883,16881,2
2020-07-17,1200138,202029,16883,16883,0
2020-07-17,1200179,202029,16884,16883,1
2020-07-17,1200203,202029,16892,16884,8
2020-07-17,1200252,202029,16892,16892,0
2020-07-17,1200302,202029,16919,16892,27
2020-07-17,1200328,202029,16919,16919,0
2020-07-17,1200344,202029,16919,16919,0
2020-07-17,1200013,202029,16919,16919,0
2020-07-17,1200351,202029,16919,16919,0
2020-07-17,1200336,202029,16919,16919,0
2020-07-17,1200427,202029,16919,16919,0
2020-07-17,1200500,202029,16927,16919,8
2020-07-17,1200450,202029,16927,16927,0
2020-07-17,1200609,202029,16930,16927,3
2020-07-17,1200708,202029,16930,16930,0
2020-07-17,1200401,202029,16980,16930,50
2020-07-17,1200435,202029,16980,16980,0
2020-07-18,1200013,202029,16990,16980,10
2020-07-18,1200054,202029,16995,16990,5
2020-07-18,1200104,202029,17001,16995,6
2020-07-18,1200138,202029,17002,17001,1
2020-07-18,1200179,202029,17012,17002,10
2020-07-18,1200203,202029,17023,17012,11
2020-07-18,1200252,202029,17032,17023,9
2020-07-18,1200328,202029,17032,17032,0
2020-07-18,1200302,202029,17043,17032,11
2020-07-18,1200351,202029,17055,17043,12
2020-07-18,1200336,202029,17083,17055,28
2020-07-18,1200385,202029,17086,17083,3
2020-07-18,1200807,202029,17088,17086,2
2020-07-18,1200393,202029,17088,17088,0
2020-07-18,1200401,202029,17166,17088,78
2020-07-18,1200427,202029,17166,17166,0
2020-07-18,1200435,202029,17169,17166,3
2020-07-18,1200500,202029,17178,17169,9
2020-07-18,1200450,202029,17195,17178,17
2020-07-18,1200609,202029,17208,17195,13
2020-07-18,1200708,202029,17216,17208,8
2020-07-18,1200344,202029,17217,17216,1
2020-07-19,1200104,202030,17233,17217,16
2020-07-19,1200179,202030,17233,17233,0
2020-07-19,1200138,202030,17235,17233,2
2020-07-19,1200013,202030,17235,17235,0
2020-07-19,1200054,202030,17242,17235,7
2020-07-19,1200450,202030,17246,17242,4
2020-07-19,1200609,202030,17247,17246,1
2020-07-19,1200708,202030,17247,17247,0
2020-07-19,1200435,202030,17247,17247,0
2020-07-19,1200427,202030,17247,17247,0
2020-07-19,1200401,202030,17268,17247,21
2020-07-19,1200393,202030,17268,17268,0
2020-07-19,1200807,202030,17275,17268,7
2020-07-19,1200385,202030,17276,17275,1
2020-07-19,1200336,202030,17276,17276,0
2020-07-19,1200351,202030,17276,17276,0
2020-07-19,1200344,202030,17276,17276,0
2020-07-19,1200328,202030,17276,17276,0
2020-07-19,1200302,202030,17283,17276,7
2020-07-19,1200252,202030,17291,17283,8
2020-07-19,1200203,202030,17297,17291,6
2020-07-19,1200500,202030,17310,17297,13
2020-07-20,1200393,202030,17310,17310,0
2020-07-20,1200427,202030,17312,17310,2
2020-07-20,1200054,202030,17312,17312,0
2020-07-20,1200104,202030,17312,17312,0
2020-07-20,1200138,202030,17319,17312,7
2020-07-20,1200179,202030,17319,17319,0
2020-07-20,1200203,202030,17362,17319,43
2020-07-20,1200401,202030,17427,17362,65
2020-07-20,1200252,202030,17429,17427,2
2020-07-20,1200302,202030,17471,17429,42
2020-07-20,1200328,202030,17471,17471,0
2020-07-20,1200344,202030,17471,17471,0
2020-07-20,1200351,202030,17471,17471,0
2020-07-20,1200336,202030,17474,17471,3
2020-07-20,1200013,202030,17474,17474,0
2020-07-20,1200385,202030,17475,17474,1
2020-07-20,1200807,202030,17475,17475,0
2020-07-20,1200435,202030,17475,17475,0
2020-07-20,1200500,202030,17473,17475,-2
2020-07-20,1200450,202030,17473,17473,0
2020-07-20,1200609,202030,17477,17473,4
2020-07-20,1200708,202030,17477,17477,0
2020-07-21,1200435,202030,17477,17477,0
2020-07-21,1200393,202030,17503,17477,26
2020-07-21,1200500,202030,17535,17503,32
2020-07-21,1200450,202030,17535,17535,0
2020-07-21,1200609,202030,17573,17535,38
2020-07-21,1200708,202030,17582,17573,9
2020-07-21,1200807,202030,17583,17582,1
2020-07-21,1200385,202030,17587,17583,4
2020-07-21,1200336,202030,17595,17587,8
2020-07-21,1200351,202030,17602,17595,7
2020-07-21,1200302,202030,17613,17602,11
2020-07-21,1200328,202030,17614,17613,1
2020-07-21,1200427,202030,17620,17614,6
2020-07-21,1200252,202030,17627,17620,7
2020-07-21,1200203,202030,17612,17627,-15
2020-07-21,1200179,202030,17615,17612,3
2020-07-21,1200138,202030,17617,17615,2
2020-07-21,1200104,202030,17617,17617,0
2020-07-21,1200054,202030,17617,17617,0
2020-07-21,1200013,202030,17618,17617,1
2020-07-21,1200344,202030,17634,17618,16
2020-07-21,1200401,202030,17715,17634,81
2020-07-22,1200252,202030,17718,17715,3
2020-07-22,1200013,202030,17718,17718,0
2020-07-22,1200302,202030,17724,17718,6
2020-07-22,1200328,202030,17725,17724,1
2020-07-22,1200344,202030,17731,17725,6
2020-07-22,1200351,202030,17733,17731,2
2020-07-22,1200336,202030,17752,17733,19
2020-07-22,1200385,202030,17752,17752,0
2020-07-22,1200179,202030,17754,17752,2
2020-07-22,1200393,202030,17754,17754,0
2020-07-22,1200203,202030,17845,17754,91
2020-07-22,1200401,202030,17904,17845,59
2020-07-22,1200435,202030,17907,17904,3
2020-07-22,1200500,202030,17926,17907,19
2020-07-22,1200450,202030,17928,17926,2
2020-07-22,1200609,202030,17949,17928,21
2020-07-22,1200708,202030,17954,17949,5
2020-07-22,1200138,202030,17957,17954,3
2020-07-22,1200104,202030,17973,17957,16
2020-07-22,1200054,202030,17990,17973,17
2020-07-22,1200427,202030,17993,17990,3
2020-07-22,1200807,202030,17994,17993,1
2020-07-23,1200302,202030,17997,17994,3
2020-07-23,1200401,202030,18016,17997,19
2020-07-23,1200708,202030,18023,18016,7
2020-07-23,1200609,202030,18057,18023,34
2020-07-23,1200450,202030,18065,18057,8
2020-07-23,1200500,202030,18080,18065,15
2020-07-23,1200435,202030,18081,18080,1
2020-07-23,1200427,202030,18081,18081,0
2020-07-23,1200393,202030,18089,18081,8
2020-07-23,1200807,202030,18090,18089,1
2020-07-23,1200336,202030,18095,18090,5
2020-07-23,1200385,202030,18098,18095,3
2020-07-23,1200344,202030,18105,18098,7
2020-07-23,1200328,202030,18105,18105,0
2020-07-23,1200252,202030,18107,18105,2
2020-07-23,1200203,202030,18160,18107,53
2020-07-23,1200179,202030,18162,18160,2
2020-07-23,1200138,202030,18164,18162,2
2020-07-23,1200104,202030,18168,18164,4
2020-07-23,1200054,202030,18171,18168,3
2020-07-23,1200013,202030,18171,18171,0
2020-07-23,1200351,202030,18172,18171,1
2020-07-24,1200252,202030,18190,18172,18
2020-07-24,1200328,202030,18194,18190,4
2020-07-24,1200302,202030,18195,18194,1
2020-07-24,1200203,202030,18202,18195,7
2020-07-24,1200385,202030,18203,18202,1
2020-07-24,1200138,202030,18207,18203,4
2020-07-24,1200054,202030,18218,18207,11
2020-07-24,1200013,202030,18223,18218,5
2020-07-24,1200344,202030,18232,18223,9
2020-07-24,1200179,202030,18232,18232,0
2020-07-24,1200336,202030,18242,18232,10
2020-07-24,1200351,202030,18245,18242,3
2020-07-24,1200104,202030,18290,18245,45
2020-07-24,1200807,202030,18290,18290,0
2020-07-24,1200393,202030,18305,18290,15
2020-07-24,1200401,202030,18328,18305,23
2020-07-24,1200427,202030,18328,18328,0
2020-07-24,1200435,202030,18329,18328,1
2020-07-24,1200500,202030,18344,18329,15
2020-07-24,1200450,202030,18353,18344,9
2020-07-24,1200609,202030,18391,18353,38
2020-07-24,1200708,202030,18408,18391,17
2020-07-25,1200013,202030,18408,18408,0
2020-07-25,1200054,202030,18412,18408,4
2020-07-25,1200104,202030,18441,18412,29
2020-07-25,1200138,202030,18445,18441,4
2020-07-25,1200179,202030,18449,18445,4
2020-07-25,1200609,202030,18475,18449,26
2020-07-25,1200252,202030,18475,18475,0
2020-07-25,1200302,202030,18502,18475,27
2020-07-25,1200328,202030,18508,18502,6
2020-07-25,1200344,202030,18516,18508,8
2020-07-25,1200351,202030,18518,18516,2
2020-07-25,1200336,202030,18519,18518,1
2020-07-25,1200385,202030,18522,18519,3
2020-07-25,1200807,202030,18530,18522,8
2020-07-25,1200393,202030,18544,18530,14
2020-07-25,1200401,202030,18618,18544,74
2020-07-25,1200427,202030,18618,18618,0
2020-07-25,1200435,202030,18621,18618,3
2020-07-25,1200500,202030,18645,18621,24
2020-07-25,1200450,202030,18645,18645,0
2020-07-25,1200708,202030,18650,18645,5
2020-07-25,1200203,202030,18672,18650,22
2020-07-26,1200500,202031,18672,18672,0
2020-07-26,1200054,202031,18672,18672,0
2020-07-26,1200708,202031,18672,18672,0
2020-07-26,1200609,202031,18678,18672,6
2020-07-26,1200450,202031,18678,18678,0
2020-07-26,1200435,202031,18678,18678,0
2020-07-26,1200401,202031,18738,18678,60
2020-07-26,1200393,202031,18738,18738,0
2020-07-26,1200807,202031,18740,18738,2
2020-07-26,1200385,202031,18740,18740,0
2020-07-26,1200336,202031,18740,18740,0
2020-07-26,1200427,202031,18740,18740,0
2020-07-26,1200344,202031,18740,18740,0
2020-07-26,1200328,202031,18740,18740,0
2020-07-26,1200302,202031,18756,18740,16
2020-07-26,1200252,202031,18756,18756,0
2020-07-26,1200203,202031,18760,18756,4
2020-07-26,1200179,202031,18760,18760,0
2020-07-26,1200138,202031,18760,18760,0
2020-07-26,1200104,202031,18760,18760,0
2020-07-26,1200013,202031,18760,18760,0
2020-07-26,1200351,202031,18760,18760,0
2020-07-27,1200344,202031,18760,18760,0
2020-07-27,1200328,202031,18760,18760,0
2020-07-27,1200302,202031,18762,18760,2
2020-07-27,1200252,202031,18762,18762,0
2020-07-27,1200203,202031,18763,18762,1
2020-07-27,1200013,202031,18764,18763,1
2020-07-27,1200138,202031,18770,18764,6
2020-07-27,1200104,202031,18770,18770,0
2020-07-27,1200054,202031,18771,18770,1
2020-07-27,1200351,202031,18771,18771,0
2020-07-27,1200179,202031,18772,18771,1
2020-07-27,1200336,202031,18772,18772,0
2020-07-27,1200385,202031,18773,18772,1
2020-07-27,1200807,202031,18773,18773,0
2020-07-27,1200393,202031,18773,18773,0
2020-07-27,1200401,202031,18795,18773,22
2020-07-27,1200427,202031,18795,18795,0
2020-07-27,1200435,202031,18796,18795,1
2020-07-27,1200500,202031,18796,18796,0
2020-07-27,1200450,202031,18797,18796,1
2020-07-27,1200609,202031,18798,18797,1
2020-07-27,1200708,202031,18798,18798,0
2020-07-28,1200708,202031,18812,18798,14
2020-07-28,1200013,202031,18829,18812,17
2020-07-28,1200054,202031,18853,18829,24
2020-07-28,1200104,202031,18901,18853,48
2020-07-28,1200138,202031,18903,18901,2
2020-07-28,1200179,202031,18903,18903,0
2020-07-28,1200203,202031,18933,18903,30
2020-07-28,1200807,202031,19000,18933,67
2020-07-28,1200450,202031,19011,19000,11
2020-07-28,1200500,202031,19032,19011,21
2020-07-28,1200435,202031,19032,19032,0
2020-07-28,1200427,202031,19033,19032,1
2020-07-28,1200401,202031,19065,19033,32
2020-07-28,1200393,202031,19065,19065,0
2020-07-28,1200252,202031,19090,19065,25
2020-07-28,1200609,202031,19124,19090,34
2020-07-28,1200336,202031,19126,19124,2
2020-07-28,1200351,202031,19131,19126,5
2020-07-28,1200344,202031,19144,19131,13
2020-07-28,1200328,202031,19144,19144,0
2020-07-28,1200302,202031,19144,19144,0
2020-07-28,1200385,202031,19147,19144,3
2020-07-29,1200054,202031,19153,19147,6
2020-07-29,1200013,202031,19152,19153,-1
2020-07-29,1200104,202031,19155,19152,3
2020-07-29,1200708,202031,19169,19155,14
2020-07-29,1200450,202031,19169,19169,0
2020-07-29,1200500,202031,19194,19169,25
2020-07-29,1200435,202031,19194,19194,0
2020-07-29,1200427,202031,19195,19194,1
2020-07-29,1200401,202031,19219,19195,24
2020-07-29,1200393,202031,19235,19219,16
2020-07-29,1200807,202031,19238,19235,3
2020-07-29,1200385,202031,19238,19238,0
2020-07-29,1200336,202031,19272,19238,34
2020-07-29,1200351,202031,19274,19272,2
2020-07-29,1200344,202031,19278,19274,4
2020-07-29,1200328,202031,19278,19278,0
2020-07-29,1200302,202031,19283,19278,5
2020-07-29,1200252,202031,19292,19283,9
2020-07-29,1200203,202031,19343,19292,51
2020-07-29,1200179,202031,19344,19343,1
2020-07-29,1200138,202031,19349,19344,5
2020-07-29,1200609,202031,19381,19349,32
2020-07-30,1200807,202031,19381,19381,0
2020-07-30,1200393,202031,19398,19381,17
2020-07-30,1200054,202031,19403,19398,5
2020-07-30,1200401,202031,19439,19403,36
2020-07-30,1200427,202031,19440,19439,1
2020-07-30,1200385,202031,19440,19440,0
2020-07-30,1200500,202031,19456,19440,16
2020-07-30,1200450,202031,19460,19456,4
2020-07-30,1200609,202031,19475,19460,15
2020-07-30,1200708,202031,19485,19475,10
2020-07-30,1200336,202031,19505,19485,20
2020-07-30,1200351,202031,19507,19505,2
2020-07-30,1200344,202031,19513,19507,6
2020-07-30,1200328,202031,19513,19513,0
2020-07-30,1200302,202031,19520,19513,7
2020-07-30,1200252,202031,19537,19520,17
2020-07-30,1200203,202031,19548,19537,11
2020-07-30,1200179,202031,19548,19548,0
2020-07-30,1200138,202031,19552,19548,4
2020-07-30,1200104,202031,19580,19552,28
2020-07-30,1200013,202031,19587,19580,7
2020-07-30,1200435,202031,19588,19587,1
2020-07-31,1200435,202031,19588,19588,0
2020-07-31,1200708,202031,19588,19588,0
2020-07-31,1200500,202031,19588,19588,0
2020-07-31,1200427,202031,19588,19588,0
2020-07-31,1200401,202031,19624,19588,36
2020-07-31,1200393,202031,19624,19624,0
2020-07-31,1200807,202031,19627,19624,3
2020-07-31,1200385,202031,19629,19627,2
2020-07-31,1200336,202031,19629,19629,0
2020-07-31,1200351,202031,19629,19629,0
2020-07-31,1200344,202031,19629,19629,0
2020-07-31,1200328,202031,19629,19629,0
2020-07-31,1200302,202031,19629,19629,0
2020-07-31,1200252,202031,19629,19629,0
2020-07-31,1200203,202031,19630,19629,1
2020-07-31,1200179,202031,19636,19630,6
2020-07-31,1200138,202031,19636,19636,0
2020-07-31,1200104,202031,19636,19636,0
2020-07-31,1200054,202031,19636,19636,0
2020-07-31,1200450,202031,19639,19636,3
2020-07-31,1200609,202031,19640,19639,1
2020-07-31,1200013,202031,19640,19640,0
2020-08-01,1200336,202031,19640,19640,0
2020-08-01,1200807,202031,19647,19640,7
2020-08-01,1200393,202031,19657,19647,10
2020-08-01,1200401,202031,19774,19657,117
2020-08-01,1200427,202031,19775,19774,1
2020-08-01,1200435,202031,19777,19775,2
2020-08-01,1200500,202031,19814,19777,37
2020-08-01,1200450,202031,19815,19814,1
2020-08-01,1200609,202031,19819,19815,4
2020-08-01,1200708,202031,19831,19819,12
2020-08-01,1200351,202031,19832,19831,1
2020-08-01,1200344,202031,19848,19832,16
2020-08-01,1200328,202031,19850,19848,2
2020-08-01,1200302,202031,19907,19850,57
2020-08-01,1200252,202031,19910,19907,3
2020-08-01,1200203,202031,19924,19910,14
2020-08-01,1200179,202031,19926,19924,2
2020-08-01,1200138,202031,19929,19926,3
2020-08-01,1200104,202031,19930,19929,1
2020-08-01,1200054,202031,19942,19930,12
2020-08-01,1200013,202031,19942,19942,0
2020-08-01,1200385,202031,19945,19942,3
2020-08-02,1200252,202032,19945,19945,0
2020-08-02,1200427,202032,19945,19945,0
2020-08-02,1200708,202032,19945,19945,0
2020-08-02,1200609,202032,19946,19945,1
2020-08-02,1200450,202032,19947,19946,1
2020-08-02,1200500,202032,19949,19947,2
2020-08-02,1200435,202032,19949,19949,0
2020-08-02,1200401,202032,19965,19949,16
2020-08-02,1200393,202032,19965,19965,0
2020-08-02,1200807,202032,19966,19965,1
2020-08-02,1200336,202032,19966,19966,0
2020-08-02,1200385,202032,19966,19966,0
2020-08-02,1200344,202032,19966,19966,0
2020-08-02,1200328,202032,19966,19966,0
2020-08-02,1200302,202032,19980,19966,14
2020-08-02,1200203,202032,19980,19980,0
2020-08-02,1200179,202032,19980,19980,0
2020-08-02,1200138,202032,19980,19980,0
2020-08-02,1200104,202032,19981,19980,1
2020-08-02,1200054,202032,19981,19981,0
2020-08-02,1200013,202032,19981,19981,0
2020-08-02,1200351,202032,19981,19981,0
2020-08-03,1200252,202032,19997,19981,16
2020-08-03,1200344,202032,20027,19997,30
2020-08-03,1200328,202032,20029,20027,2
2020-08-03,1200302,202032,20045,20029,16
2020-08-03,1200203,202032,20089,20045,44
2020-08-03,1200385,202032,20091,20089,2
2020-08-03,1200138,202032,20091,20091,0
2020-08-03,1200104,202032,20130,20091,39
2020-08-03,1200013,202032,20140,20130,10
2020-08-03,1200351,202032,20141,20140,1
2020-08-03,1200179,202032,20143,20141,2
2020-08-03,1200336,202032,20162,20143,19
2020-08-03,1200054,202032,20174,20162,12
2020-08-03,1200393,202032,20179,20174,5
2020-08-03,1200401,202032,20289,20179,110
2020-08-03,1200427,202032,20290,20289,1
2020-08-03,1200435,202032,20292,20290,2
2020-08-03,1200500,202032,20301,20292,9
2020-08-03,1200450,202032,20309,20301,8
2020-08-03,1200609,202032,20322,20309,13
2020-08-03,1200708,202032,20349,20322,27
2020-08-03,1200807,202032,20354,20349,5
2020-08-04,1200708,202032,20366,20354,12
2020-08-04,1200013,202032,20372,20366,6
2020-08-04,1200054,202032,20381,20372,9
2020-08-04,1200104,202032,20383,20381,2
2020-08-04,1200138,202032,20387,20383,4
2020-08-04,1200179,202032,20398,20387,11
2020-08-04,1200203,202032,20444,20398,46
2020-08-04,1200302,202032,20466,20444,22
2020-08-04,1200450,202032,20471,20466,5
2020-08-04,1200500,202032,20496,20471,25
2020-08-04,1200435,202032,20497,20496,1
2020-08-04,1200427,202032,20497,20497,0
2020-08-04,1200401,202032,20596,20497,99
2020-08-04,1200252,202032,20596,20596,0
2020-08-04,1200393,202032,20597,20596,1
2020-08-04,1200385,202032,20604,20597,7
2020-08-04,1200336,202032,20681,20604,77
2020-08-04,1200351,202032,20684,20681,3
