date,city_ibge_code,epidemiological_week,cumulative_confirmed,previous_period,diff_by_period
2021-03-03,1200435,202109,58104,58096,8
2021-03-03,1200708,202109,58117,58104,13
2021-03-03,1200500,202109,58154,58117,37
2021-03-03,1200427,202109,58157,58154,3
2021-03-03,1200401,202109,58369,58157,212
2021-03-03,1200393,202109,58387,58369,18
2021-03-03,1200807,202109,58402,58387,15
2021-03-03,1200385,202109,58417,58402,15
2021-03-03,1200336,202109,58420,58417,3
2021-03-03,1200351,202109,58450,58420,30
2021-03-03,1200344,202109,58459,58450,9
2021-03-03,1200328,202109,58461,58459,2
2021-03-03,1200302,202109,58462,58461,1
2021-03-03,1200252,202109,58463,58462,1
2021-03-03,1200203,202109,58473,58463,10
2021-03-03,1200179,202109,58474,58473,1
2021-03-03,1200138,202109,58475,58474,1
2021-03-03,1200104,202109,58485,58475,10
2021-03-03,1200054,202109,58503,58485,18
2021-03-03,1200450,202109,58508,58503,5
2021-03-03,1200609,202109,58509,58508,1
2021-03-03,1200013,202109,58521,58509,12
2021-03-04,1200336,202109,58514,58521,-7
2021-03-04,1200807,202109,58527,58514,13
2021-03-04,1200393,202109,58528,58527,1
2021-03-04,1200401,202109,58743,58528,215
2021-03-04,1200427,202109,58752,58743,9
2021-03-04,1200435,202109,58754,58752,2
2021-03-04,1200500,202109,58772,58754,18
2021-03-04,1200450,202109,58782,58772,10
2021-03-04,1200609,202109,58811,58782,29
2021-03-04,1200708,202109,58825,58811,14
2021-03-04,1200351,202109,58826,58825,1
2021-03-04,1200344,202109,58829,58826,3
2021-03-04,1200328,202109,58828,58829,-1
2021-03-04,1200302,202109,58826,58828,-2
2021-03-04,1200252,202109,58827,58826,1
2021-03-04,1200203,202109,58864,58827,37
2021-03-04,1200179,202109,58863,58864,-1
2021-03-04,1200138,202109,58892,58863,29
2021-03-04,1200104,202109,58893,58892,1
2021-03-04,1200054,202109,58895,58893,2
2021-03-04,1200013,202109,58902,58895,7
2021-03-04,1200385,202109,58899,58902,-3
2021-03-05,1200500,202109,58949,58899,50
2021-03-05,1200401,202109,59260,58949,311
2021-03-05,1200708,202109,59282,59260,22
2021-03-05,1200609,202109,59301,59282,19
2021-03-05,1200450,202109,59304,59301,3
2021-03-05,1200435,202109,59306,59304,2
2021-03-05,1200427,202109,59306,59306,0
2021-03-05,1200393,202109,59306,59306,0
2021-03-05,1200807,202109,59314,59306,8
2021-03-05,1200385,202109,59333,59314,19
2021-03-05,1200351,202109,59333,59333,0
2021-03-05,1200336,202109,59334,59333,1
2021-03-05,1200328,202109,59334,59334,0
2021-03-05,1200302,202109,59357,59334,23
2021-03-05,1200252,202109,59359,59357,2
2021-03-05,1200203,202109,59471,59359,112
2021-03-05,1200179,202109,59473,59471,2
2021-03-05,1200138,202109,59489,59473,16
2021-03-05,1200104,202109,59497,59489,8
2021-03-05,1200054,202109,59504,59497,7
2021-03-05,1200013,202109,59513,59504,9
2021-03-05,1200344,202109,59515,59513,2
2021-03-06,1200203,202109,59551,59515,36
2021-03-06,1200328,202109,59552,59551,1
2021-03-06,1200302,202109,59556,59552,4
2021-03-06,1200252,202109,59563,59556,7
2021-03-06,1200179,202109,59565,59563,2
2021-03-06,1200385,202109,59574,59565,9
2021-03-06,1200104,202109,59607,59574,33
2021-03-06,1200054,202109,59610,59607,3
2021-03-06,1200013,202109,59644,59610,34
2021-03-06,1200344,202109,59647,59644,3
2021-03-06,1200138,202109,59664,59647,17
2021-03-06,1200336,202109,59662,59664,-2
2021-03-06,1200807,202109,59672,59662,10
2021-03-06,1200351,202109,59684,59672,12
2021-03-06,1200393,202109,59684,59684,0
2021-03-06,1200401,202109,59982,59684,298
2021-03-06,1200427,202109,59985,59982,3
2021-03-06,1200435,202109,59992,59985,7
2021-03-06,1200500,202109,60044,59992,52
2021-03-06,1200450,202109,60060,60044,16
2021-03-06,1200609,202109,60082,60060,22
2021-03-06,1200708,202109,60085,60082,3
2021-03-07,1200708,202110,60085,60085,0
2021-03-07,1200013,202110,60089,60085,4
2021-03-07,1200054,202110,60088,60089,-1
2021-03-07,1200104,202110,60089,60088,1
2021-03-07,1200138,202110,60116,60089,27
2021-03-07,1200179,202110,60125,60116,9
2021-03-07,1200203,202110,60127,60125,2
2021-03-07,1200807,202110,60142,60127,15
2021-03-07,1200450,202110,60143,60142,1
2021-03-07,1200500,202110,60163,60143,20
2021-03-07,1200435,202110,60163,60163,0
2021-03-07,1200427,202110,60162,60163,-1
2021-03-07,1200401,202110,60296,60162,134
2021-03-07,1200393,202110,60296,60296,0
2021-03-07,1200252,202110,60296,60296,0
2021-03-07,1200609,202110,60295,60296,-1
2021-03-07,1200336,202110,60295,60295,0
2021-03-07,1200351,202110,60295,60295,0
2021-03-07,1200344,202110,60294,60295,-1
2021-03-07,1200328,202110,60293,60294,-1
2021-03-07,1200302,202110,60292,60293,-1
2021-03-07,1200385,202110,60303,60292,11
2021-03-08,1200054,202110,60307,60303,4
2021-03-08,1200013,202110,60324,60307,17
2021-03-08,1200104,202110,60331,60324,7
2021-03-08,1200435,202110,60331,60331,0
2021-03-08,1200427,202110,60347,60331,16
2021-03-08,1200138,202110,60353,60347,6
2021-03-08,1200500,202110,60374,60353,21
2021-03-08,1200450,202110,60378,60374,4
2021-03-08,1200609,202110,60381,60378,3
2021-03-08,1200708,202110,60381,60381,0
2021-03-08,1200807,202110,60385,60381,4
2021-03-08,1200385,202110,60387,60385,2
2021-03-08,1200336,202110,60387,60387,0
2021-03-08,1200351,202110,60408,60387,21
2021-03-08,1200344,202110,60415,60408,7
2021-03-08,1200328,202110,60415,60415,0
2021-03-08,1200302,202110,60448,60415,33
2021-03-08,1200252,202110,60456,60448,8
2021-03-08,1200203,202110,60486,60456,30
2021-03-08,1200179,202110,60486,60486,0
2021-03-08,1200401,202110,60671,60486,185
2021-03-08,1200393,202110,60671,60671,0
2021-03-09,1200385,202110,60671,60671,0
2021-03-09,1200393,202110,60671,60671,0
2021-03-09,1200054,202110,60671,60671,0
2021-03-09,1200104,202110,60672,60671,1
2021-03-09,1200807,202110,60672,60672,0
2021-03-09,1200138,202110,60672,60672,0
2021-03-09,1200179,202110,60673,60672,1
2021-03-09,1200203,202110,60676,60673,3
2021-03-09,1200252,202110,60680,60676,4
2021-03-09,1200302,202110,60680,60680,0
2021-03-09,1200328,202110,60680,60680,0
2021-03-09,1200344,202110,60684,60680,4
2021-03-09,1200013,202110,60696,60684,12
2021-03-09,1200351,202110,60702,60696,6
2021-03-09,1200336,202110,60703,60702,1
2021-03-09,1200401,202110,60730,60703,27
2021-03-09,1200427,202110,60729,60730,-1
2021-03-09,1200435,202110,60729,60729,0
2021-03-09,1200500,202110,60729,60729,0
2021-03-09,1200450,202110,60730,60729,1
2021-03-09,1200609,202110,60736,60730,6
2021-03-09,1200708,202110,60736,60736,0
2021-03-10,1200427,202110,60739,60736,3
2021-03-10,1200708,202110,60739,60739,0
2021-03-10,1200609,202110,60739,60739,0
2021-03-10,1200450,202110,60741,60739,2
2021-03-10,1200401,202110,61061,60741,320
2021-03-10,1200435,202110,61061,61061,0
2021-03-10,1200385,202110,61072,61061,11
2021-03-10,1200336,202110,61073,61072,1
2021-03-10,1200500,202110,61095,61073,22
2021-03-10,1200351,202110,61095,61095,0
2021-03-10,1200252,202110,61095,61095,0
2021-03-10,1200328,202110,61094,61095,-1
2021-03-10,1200302,202110,61098,61094,4
2021-03-10,1200393,202110,61098,61098,0
2021-03-10,1200203,202110,61118,61098,20
2021-03-10,1200179,202110,61118,61118,0
2021-03-10,1200138,202110,61122,61118,4
2021-03-10,1200104,202110,61122,61122,0
2021-03-10,1200054,202110,61130,61122,8
2021-03-10,1200013,202110,61129,61130,-1
2021-03-10,1200344,202110,61133,61129,4
2021-03-10,1200807,202110,61136,61133,3
2021-03-11,1200179,202110,61135,61136,-1
2021-03-11,1200013,202110,61144,61135,9
2021-03-11,1200203,202110,61202,61144,58
2021-03-11,1200252,202110,61203,61202,1
2021-03-11,1200302,202110,61204,61203,1
2021-03-11,1200328,202110,61204,61204,0
2021-03-11,1200344,202110,61219,61204,15
2021-03-11,1200351,202110,61225,61219,6
2021-03-11,1200336,202110,61224,61225,-1
2021-03-11,1200104,202110,61229,61224,5
2021-03-11,1200138,202110,61270,61229,41
2021-03-11,1200807,202110,61287,61270,17
2021-03-11,1200401,202110,61357,61287,70
2021-03-11,1200427,202110,61361,61357,4
2021-03-11,1200435,202110,61361,61361,0
2021-03-11,1200500,202110,61382,61361,21
2021-03-11,1200450,202110,61389,61382,7
2021-03-11,1200609,202110,61398,61389,9
2021-03-11,1200708,202110,61404,61398,6
2021-03-11,1200054,202110,61409,61404,5
2021-03-11,1200393,202110,61409,61409,0
2021-03-11,1200385,202110,61409,61409,0
2021-03-12,1200252,202110,61411,61409,2
2021-03-12,1200401,202110,61476,61411,65
2021-03-12,1200708,202110,61483,61476,7
2021-03-12,1200609,202110,61490,61483,7
2021-03-12,1200450,202110,61490,61490,0
2021-03-12,1200500,202110,61548,61490,58
2021-03-12,1200435,202110,61548,61548,0
2021-03-12,1200427,202110,61560,61548,12
2021-03-12,1200393,202110,61560,61560,0
2021-03-12,1200807,202110,61573,61560,13
2021-03-12,1200336,202110,61574,61573,1
2021-03-12,1200385,202110,61588,61574,14
2021-03-12,1200344,202110,61590,61588,2
2021-03-12,1200328,202110,61591,61590,1
2021-03-12,1200302,202110,61592,61591,1
2021-03-12,1200203,202110,61676,61592,84
2021-03-12,1200179,202110,61676,61676,0
2021-03-12,1200138,202110,61694,61676,18
2021-03-12,1200104,202110,61705,61694,11
2021-03-12,1200054,202110,61721,61705,16
2021-03-12,1200013,202110,61721,61721,0
2021-03-12,1200351,202110,61724,61721,3
2021-03-13,1200252,202110,61731,61724,7
2021-03-13,1200328,202110,61731,61731,0
2021-03-13,1200302,202110,61732,61731,1
2021-03-13,1200203,202110,61912,61732,180
2021-03-13,1200385,202110,61934,61912,22
2021-03-13,1200138,202110,61936,61934,2
2021-03-13,1200104,202110,61954,61936,18
2021-03-13,1200013,202110,61985,61954,31
2021-03-13,1200344,202110,62010,61985,25
2021-03-13,1200179,202110,62010,62010,0
2021-03-13,1200336,202110,62013,62010,3
2021-03-13,1200351,202110,62037,62013,24
2021-03-13,1200054,202110,62051,62037,14
2021-03-13,1200807,202110,62057,62051,6
2021-03-13,1200393,202110,62057,62057,0
2021-03-13,1200401,202110,62257,62057,200
2021-03-13,1200427,202110,62263,62257,6
2021-03-13,1200435,202110,62264,62263,1
2021-03-13,1200500,202110,62313,62264,49
2021-03-13,1200450,202110,62323,62313,10
2021-03-13,1200609,202110,62334,62323,11
2021-03-13,1200708,202110,62347,62334,13
2021-03-14,1200013,202111,62346,62347,-1
2021-03-14,1200054,202111,62347,62346,1
2021-03-14,1200104,202111,62348,62347,1
2021-03-14,1200138,202111,62357,62348,9
2021-03-14,1200179,202111,62360,62357,3
2021-03-14,1200609,202111,62370,62360,10
2021-03-14,1200252,202111,62373,62370,3
2021-03-14,1200302,202111,62397,62373,24
2021-03-14,1200328,202111,62397,62397,0
2021-03-14,1200344,202111,62397,62397,0
2021-03-14,1200351,202111,62398,62397,1
2021-03-14,1200336,202111,62398,62398,0
2021-03-14,1200385,202111,62413,62398,15
2021-03-14,1200807,202111,62428,62413,15
2021-03-14,1200393,202111,62428,62428,0
2021-03-14,1200401,202111,62618,62428,190
2021-03-14,1200427,202111,62618,62618,0
2021-03-14,1200435,202111,62618,62618,0
2021-03-14,1200500,202111,62630,62618,12
2021-03-14,1200450,202111,62630,62630,0
2021-03-14,1200708,202111,62634,62630,4
2021-03-14,1200203,202111,62635,62634,1
2021-03-15,1200435,202111,62635,62635,0
2021-03-15,1200013,202111,62656,62635,21
2021-03-15,1200708,202111,62658,62656,2
2021-03-15,1200609,202111,62659,62658,1
2021-03-15,1200450,202111,62662,62659,3
2021-03-15,1200500,202111,62663,62662,1
2021-03-15,1200401,202111,62902,62663,239
2021-03-15,1200393,202111,62902,62902,0
2021-03-15,1200807,202111,62902,62902,0
2021-03-15,1200385,202111,62907,62902,5
2021-03-15,1200336,202111,62907,62907,0
2021-03-15,1200427,202111,62907,62907,0
2021-03-15,1200344,202111,62909,62907,2
2021-03-15,1200328,202111,62909,62909,0
2021-03-15,1200302,202111,62912,62909,3
2021-03-15,1200252,202111,62915,62912,3
2021-03-15,1200203,202111,62914,62915,-1
2021-03-15,1200179,202111,62919,62914,5
2021-03-15,1200138,202111,62953,62919,34
2021-03-15,1200104,202111,62956,62953,3
2021-03-15,1200054,202111,62956,62956,0
2021-03-15,1200351,202111,62955,62956,-1
2021-03-16,1200344,202111,62963,62955,8
2021-03-16,1200328,202111,62963,62963,0
2021-03-16,1200302,202111,63009,62963,46
2021-03-16,1200252,202111,63009,63009,0
2021-03-16,1200203,202111,63076,63009,67
2021-03-16,1200013,202111,63103,63076,27
2021-03-16,1200138,202111,63102,63103,-1
2021-03-16,1200104,202111,63103,63102,1
2021-03-16,1200054,202111,63109,63103,6
2021-03-16,1200351,202111,63143,63109,34
2021-03-16,1200179,202111,63145,63143,2
2021-03-16,1200336,202111,63147,63145,2
2021-03-16,1200385,202111,63143,63147,-4
2021-03-16,1200807,202111,63144,63143,1
2021-03-16,1200393,202111,63144,63144,0
2021-03-16,1200401,202111,63267,63144,123
2021-03-16,1200427,202111,63273,63267,6
2021-03-16,1200435,202111,63273,63273,0
2021-03-16,1200500,202111,63378,63273,105
2021-03-16,1200450,202111,63387,63378,9
2021-03-16,1200609,202111,63388,63387,1
2021-03-16,1200708,202111,63393,63388,5
2021-03-17,1200708,202111,63408,63393,15
2021-03-17,1200013,202111,63410,63408,2
2021-03-17,1200054,202111,63410,63410,0
2021-03-17,1200104,202111,63426,63410,16
2021-03-17,1200138,202111,63435,63426,9
2021-03-17,1200179,202111,63435,63435,0
2021-03-17,1200203,202111,63525,63435,90
2021-03-17,1200807,202111,63544,63525,19
2021-03-17,1200450,202111,63545,63544,1
2021-03-17,1200500,202111,63589,63545,44
2021-03-17,1200435,202111,63594,63589,5
2021-03-17,1200427,202111,63609,63594,15
2021-03-17,1200401,202111,63676,63609,67
2021-03-17,1200393,202111,63684,63676,8
2021-03-17,1200252,202111,63685,63684,1
2021-03-17,1200609,202111,63711,63685,26
2021-03-17,1200336,202111,63712,63711,1
2021-03-17,1200351,202111,63718,63712,6
2021-03-17,1200344,202111,63729,63718,11
2021-03-17,1200328,202111,63729,63729,0
2021-03-17,1200302,202111,63730,63729,1
2021-03-17,1200385,202111,63736,63730,6
2021-03-18,1200054,202111,63740,63736,4
2021-03-18,1200013,202111,63781,63740,41
2021-03-18,1200104,202111,63801,63781,20
2021-03-18,1200708,202111,63822,63801,21
2021-03-18,1200450,202111,63828,63822,6
2021-03-18,1200500,202111,63855,63828,27
2021-03-18,1200435,202111,63856,63855,1
2021-03-18,1200427,202111,63858,63856,2
2021-03-18,1200401,202111,64090,63858,232
2021-03-18,1200393,202111,64092,64090,2
2021-03-18,1200807,202111,64103,64092,11
2021-03-18,1200385,202111,64104,64103,1
2021-03-18,1200336,202111,64105,64104,1
2021-03-18,1200351,202111,64121,64105,16
2021-03-18,1200344,202111,64142,64121,21
2021-03-18,1200328,202111,64142,64142,0
2021-03-18,1200302,202111,64147,64142,5
2021-03-18,1200252,202111,64153,64147,6
2021-03-18,1200203,202111,64207,64153,54
2021-03-18,1200179,202111,64207,64207,0
2021-03-18,1200138,202111,64222,64207,15
2021-03-18,1200609,202111,64249,64222,27
2021-03-19,1200807,202111,64261,64249,12
2021-03-19,1200393,202111,64261,64261,0
2021-03-19,1200054,202111,64289,64261,28
2021-03-19,1200401,202111,64675,64289,386
2021-03-19,1200427,202111,64676,64675,1
2021-03-19,1200385,202111,64699,64676,23
2021-03-19,1200500,202111,64751,64699,52
2021-03-19,1200450,202111,64759,64751,8
2021-03-19,1200609,202111,64787,64759,28
2021-03-19,1200708,202111,64786,64787,-1
2021-03-19,1200336,202111,64786,64786,0
2021-03-19,1200351,202111,64792,64786,6
2021-03-19,1200344,202111,64818,64792,26
2021-03-19,1200328,202111,64818,64818,0
2021-03-19,1200302,202111,64825,64818,7
2021-03-19,1200252,202111,64828,64825,3
2021-03-19,1200203,202111,64853,64828,25
2021-03-19,1200179,202111,64855,64853,2
2021-03-19,1200138,202111,64871,64855,16
2021-03-19,1200104,202111,64879,64871,8
2021-03-19,1200013,202111,64892,64879,13
2021-03-19,1200435,202111,64893,64892,1
2021-03-20,1200435,202111,64892,64893,-1
2021-03-20,1200708,202111,64902,64892,10
2021-03-20,1200500,202111,64961,64902,59
2021-03-20,1200427,202111,64963,64961,2
2021-03-20,1200401,202111,65111,64963,148
2021-03-20,1200393,202111,65115,65111,4
2021-03-20,1200807,202111,65127,65115,12
2021-03-20,1200385,202111,65127,65127,0
2021-03-20,1200336,202111,65127,65127,0
2021-03-20,1200351,202111,65134,65127,7
2021-03-20,1200344,202111,65149,65134,15
2021-03-20,1200328,202111,65155,65149,6
2021-03-20,1200302,202111,65171,65155,16
2021-03-20,1200252,202111,65177,65171,6
2021-03-20,1200203,202111,65185,65177,8
2021-03-20,1200179,202111,65184,65185,-1
2021-03-20,1200138,202111,65199,65184,15
2021-03-20,1200104,202111,65213,65199,14
2021-03-20,1200054,202111,65236,65213,23
2021-03-20,1200450,202111,65252,65236,16
2021-03-20,1200609,202111,65265,65252,13
2021-03-20,1200013,202111,65290,65265,25
2021-03-21,1200336,202112,65290,65290,0
2021-03-21,1200807,202112,65294,65290,4
2021-03-21,1200393,202112,65293,65294,-1
2021-03-21,1200401,202112,65399,65293,106
2021-03-21,1200427,202112,65399,65399,0
2021-03-21,1200435,202112,65399,65399,0
2021-03-21,1200500,202112,65429,65399,30
2021-03-21,1200450,202112,65425,65429,-4
2021-03-21,1200609,202112,65429,65425,4
2021-03-21,1200708,202112,65425,65429,-4
2021-03-21,1200351,202112,65425,65425,0
2021-03-21,1200344,202112,65425,65425,0
2021-03-21,1200328,202112,65425,65425,0
2021-03-21,1200302,202112,65445,65425,20
2021-03-21,1200252,202112,65445,65445,0
2021-03-21,1200203,202112,65445,65445,0
2021-03-21,1200179,202112,65443,65445,-2
2021-03-21,1200138,202112,65449,65443,6
2021-03-21,1200104,202112,65446,65449,-3
2021-03-21,1200054,202112,65445,65446,-1
2021-03-21,1200013,202112,65446,65445,1
2021-03-21,1200385,202112,65461,65446,15
2021-03-22,1200500,202112,65498,65461,37
2021-03-22,1200054,202112,65517,65498,19
2021-03-22,1200708,202112,65519,65517,2
2021-03-22,1200609,202112,65529,65519,10
2021-03-22,1200450,202112,65535,65529,6
2021-03-22,1200435,202112,65535,65535,0
2021-03-22,1200401,202112,65782,65535,247
2021-03-22,1200393,202112,65782,65782,0
2021-03-22,1200807,202112,65791,65782,9
2021-03-22,1200385,202112,65794,65791,3
2021-03-22,1200336,202112,65795,65794,1
2021-03-22,1200427,202112,65801,65795,6
2021-03-22,1200344,202112,65804,65801,3
2021-03-22,1200328,202112,65808,65804,4
2021-03-22,1200302,202112,65811,65808,3
2021-03-22,1200252,202112,65821,65811,10
2021-03-22,1200203,202112,65907,65821,86
2021-03-22,1200179,202112,65931,65907,24
2021-03-22,1200138,202112,65935,65931,4
2021-03-22,1200104,202112,65944,65935,9
2021-03-22,1200013,202112,65960,65944,16
2021-03-22,1200351,202112,65974,65960,14
2021-03-23,1200344,202112,65975,65974,1
2021-03-23,1200328,202112,65975,65975,0
2021-03-23,1200302,202112,66019,65975,44
2021-03-23,1200252,202112,66019,66019,0
2021-03-23,1200203,202112,66018,66019,-1
2021-03-23,1200013,202112,66018,66018,0
2021-03-23,1200138,202112,66019,66018,1
2021-03-23,1200104,202112,66019,66019,0
2021-03-23,1200054,202112,66019,66019,0
2021-03-23,1200351,202112,66019,66019,0
2021-03-23,1200179,202112,66023,66019,4
2021-03-23,1200336,202112,66023,66023,0
2021-03-23,1200385,202112,66024,66023,1
2021-03-23,1200393,202112,66024,66024,0
2021-03-23,1200401,202112,66283,66024,259
2021-03-23,1200427,202112,66283,66283,0
2021-03-23,1200435,202112,66285,66283,2
2021-03-23,1200500,202112,66301,66285,16
2021-03-23,1200450,202112,66303,66301,2
2021-03-23,1200609,202112,66303,66303,0
2021-03-23,1200708,202112,66303,66303,0
2021-03-23,1200807,202112,66305,66303,2
2021-03-24,1200708,202112,66305,66305,0
2021-03-24,1200013,202112,66359,66305,54
2021-03-24,1200054,202112,66361,66359,2
2021-03-24,1200104,202112,66382,66361,21
2021-03-24,1200138,202112,66383,66382,1
2021-03-24,1200179,202112,66382,66383,-1
2021-03-24,1200203,202112,66449,66382,67
2021-03-24,1200302,202112,66469,66449,20
2021-03-24,1200450,202112,66469,66469,0
2021-03-24,1200500,202112,66475,66469,6
2021-03-24,1200435,202112,66486,66475,11
2021-03-24,1200427,202112,66490,66486,4
2021-03-24,1200401,202112,66668,66490,178
2021-03-24,1200252,202112,66682,66668,14
2021-03-24,1200393,202112,66687,66682,5
2021-03-24,1200385,202112,66691,66687,4
2021-03-24,1200336,202112,66692,66691,1
2021-03-24,1200351,202112,66699,66692,7
2021-03-24,1200344,202112,66707,66699,8
2021-03-24,1200328,202112,66713,66707,6
2021-03-24,1200807,202112,66740,66713,27
2021-03-24,1200609,202112,66759,66740,19
2021-03-25,1200013,202112,66808,66759,49
2021-03-25,1200054,202112,66808,66808,0
2021-03-25,1200104,202112,66809,66808,1
2021-03-25,1200435,202112,66823,66809,14
2021-03-25,1200427,202112,66824,66823,1
2021-03-25,1200138,202112,66836,66824,12
2021-03-25,1200500,202112,66905,66836,69
2021-03-25,1200450,202112,66910,66905,5
2021-03-25,1200609,202112,66944,66910,34
2021-03-25,1200708,202112,66947,66944,3
2021-03-25,1200807,202112,66955,66947,8
2021-03-25,1200385,202112,66960,66955,5
2021-03-25,1200336,202112,66962,66960,2
2021-03-25,1200351,202112,66971,66962,9
2021-03-25,1200344,202112,67005,66971,34
2021-03-25,1200328,202112,67007,67005,2
2021-03-25,1200302,202112,67057,67007,50
2021-03-25,1200252,202112,67068,67057,11
2021-03-25,1200203,202112,67105,67068,37
2021-03-25,1200179,202112,67106,67105,1
2021-03-25,1200401,202112,67296,67106,190
2021-03-25,1200393,202112,67307,67296,11
2021-03-26,1200385,202112,67318,67307,11
2021-03-26,1200393,202112,67319,67318,1
2021-03-26,1200054,202112,67324,67319,5
2021-03-26,1200104,202112,67348,67324,24
2021-03-26,1200807,202112,67366,67348,18
2021-03-26,1200138,202112,67372,67366,6
2021-03-26,1200179,202112,67385,67372,13
2021-03-26,1200203,202112,67412,67385,27
2021-03-26,1200252,202112,67420,67412,8
2021-03-26,1200302,202112,67423,67420,3
2021-03-26,1200328,202112,67424,67423,1
2021-03-26,1200344,202112,67441,67424,17
2021-03-26,1200013,202112,67450,67441,9
2021-03-26,1200351,202112,67452,67450,2
2021-03-26,1200336,202112,67455,67452,3
2021-03-26,1200500,202112,67506,67455,51
2021-03-26,1200609,202112,67551,67506,45
2021-03-26,1200427,202112,67551,67551,0
2021-03-26,1200708,202112,67557,67551,6
2021-03-26,1200435,202112,67576,67557,19
2021-03-26,1200401,202112,67788,67576,212
2021-03-26,1200450,202112,67792,67788,4
2021-03-27,1200013,202112,67810,67792,18
2021-03-27,1200054,202112,67812,67810,2
2021-03-27,1200104,202112,67823,67812,11
2021-03-27,1200138,202112,67828,67823,5
2021-03-27,1200179,202112,67830,67828,2
2021-03-27,1200203,202112,67882,67830,52
2021-03-27,1200252,202112,67886,67882,4
2021-03-27,1200328,202112,67889,67886,3
2021-03-27,1200302,202112,67900,67889,11
2021-03-27,1200336,202112,67902,67900,2
2021-03-27,1200385,202112,67909,67902,7
2021-03-27,1200807,202112,67918,67909,9
2021-03-27,1200393,202112,67922,67918,4
2021-03-27,1200401,202112,68165,67922,243
2021-03-27,1200427,202112,68177,68165,12
2021-03-27,1200435,202112,68203,68177,26
2021-03-27,1200500,202112,68282,68203,79
2021-03-27,1200450,202112,68292,68282,10
2021-03-27,1200609,202112,68555,68292,263
2021-03-27,1200708,202112,68568,68555,13
2021-03-27,1200351,202112,68569,68568,1
2021-03-27,1200344,202112,68590,68569,21
2021-03-28,1200179,202113,68593,68590,3
2021-03-28,1200138,202113,68607,68593,14
2021-03-28,1200104,202113,68607,68607,0
2021-03-28,1200013,202113,68617,68607,10
2021-03-28,1200054,202113,68617,68617,0
2021-03-28,1200807,202113,68640,68617,23
2021-03-28,1200500,202113,68640,68640,0
2021-03-28,1200435,202113,68640,68640,0
2021-03-28,1200427,202113,68640,68640,0
2021-03-28,1200401,202113,68750,68640,110
2021-03-28,1200393,202113,68750,68750,0
2021-03-28,1200708,202113,68750,68750,0
2021-03-28,1200450,202113,68746,68750,-4
2021-03-28,1200385,202113,68754,68746,8
2021-03-28,1200351,202113,68754,68754,0
2021-03-28,1200344,202113,68752,68754,-2
2021-03-28,1200328,202113,68751,68752,-1
2021-03-28,1200302,202113,68750,68751,-1
2021-03-28,1200252,202113,68750,68750,0
2021-03-28,1200203,202113,68750,68750,0
2021-03-28,1200336,202113,68750,68750,0
2021-03-28,1200609,202113,68757,68750,7
2021-03-29,1200427,202113,68757,68757,0
2021-03-29,1200401,202113,68853,68757,96
2021-03-29,1200013,202113,68853,68853,0
2021-03-29,1200104,202113,68866,68853,13
2021-03-29,1200435,202113,68866,68866,0
2021-03-29,1200393,202113,68866,68866,0
2021-03-29,1200450,202113,68867,68866,1
2021-03-29,1200609,202113,68867,68867,0
2021-03-29,1200708,202113,68867,68867,0
2021-03-29,1200807,202113,68870,68867,3
2021-03-29,1200385,202113,68871,68870,1
2021-03-29,1200054,202113,68872,68871,1
2021-03-29,1200336,202113,68872,68872,0
2021-03-29,1200344,202113,68872,68872,0
2021-03-29,1200328,202113,68872,68872,0
2021-03-29,1200302,202113,68911,68872,39
2021-03-29,1200252,202113,68917,68911,6
2021-03-29,1200203,202113,68917,68917,0
2021-03-29,1200179,202113,68919,68917,2
2021-03-29,1200138,202113,68920,68919,1
2021-03-29,1200351,202113,68920,68920,0
2021-03-29,1200500,202113,68920,68920,0
2021-03-30,1200385,202113,68918,68920,-2
2021-03-30,1200401,202113,69023,68918,105
2021-03-30,1200708,202113,69025,69023,2
2021-03-30,1200609,202113,69026,69025,1
2021-03-30,1200450,202113,69026,69026,0
2021-03-30,1200500,202113,69101,69026,75
2021-03-30,1200435,202113,69101,69101,0
2021-03-30,1200427,202113,69114,69101,13
2021-03-30,1200393,202113,69115,69114,1
2021-03-30,1200807,202113,69114,69115,-1
2021-03-30,1200351,202113,69115,69114,1
2021-03-30,1200336,202113,69115,69115,0
2021-03-30,1200328,202113,69115,69115,0
2021-03-30,1200302,202113,69114,69115,-1
2021-03-30,1200252,202113,69113,69114,-1
2021-03-30,1200203,202113,69116,69113,3
2021-03-30,1200179,202113,69116,69116,0
2021-03-30,1200138,202113,69116,69116,0
2021-03-30,1200104,202113,69117,69116,1
2021-03-30,1200054,202113,69117,69117,0
2021-03-30,1200013,202113,69117,69117,0
2021-03-30,1200344,202113,69118,69117,1
2021-03-31,1200203,202113,69158,69118,40
2021-03-31,1200328,202113,69165,69158,7
2021-03-31,1200252,202113,69169,69165,4
2021-03-31,1200179,202113,69173,69169,4
2021-03-31,1200385,202113,69186,69173,13
2021-03-31,1200104,202113,69200,69186,14
2021-03-31,1200054,202113,69202,69200,2
2021-03-31,1200013,202113,69224,69202,22
2021-03-31,1200344,202113,69226,69224,2
2021-03-31,1200138,202113,69237,69226,11
2021-03-31,1200336,202113,69238,69237,1
2021-03-31,1200351,202113,69238,69238,0
2021-03-31,1200302,202113,69254,69238,16
2021-03-31,1200807,202113,69264,69254,10
2021-03-31,1200393,202113,69264,69264,0
2021-03-31,1200401,202113,69484,69264,220
